Date,Settle,Volume
2/11/2015,10.38,903
2/10/2015,10.235,1124
2/9/2015,10.435,324
2/6/2015,10.74,625
2/5/2015,10.45,243
2/4/2015,10.25,468
2/3/2015,10.385,533
2/2/2015,10.305,1236
1/30/2015,10.57,1029
1/29/2015,10.86,1506
1/27/2015,10.97,396
1/26/2015,10.885,388
1/23/2015,11.01,459
1/22/2015,11.16,607
1/21/2015,11.37,193
1/20/2015,11.265,233
1/16/2015,11.325,124
1/15/2015,11.33,314
