0,1,2,3,4,5,6
2002-01-10,1.6613,1.6011,118.33,0.5229,79.88,0.0
2002-01-11,1.6566,1.5966,117.74,0.521,79.67,0.0
2002-01-14,1.6562,1.5953,117.93,0.5169,79.62,0.0
2002-01-15,1.6697,1.5887,116.1,0.5187,78.62,0.0
2002-01-16,1.6624,1.5973,116.38,0.5156,79.31,0.0
2002-01-17,1.6659,1.6112,116.68,0.5144,79.46,0.0
2002-01-18,1.6596,1.6108,117.32,0.5146,79.9,0.0
2002-01-21,1.6612,1.6112,117.08,0.5178,79.77,0.0
2002-01-22,1.6616,1.6086,118.64,0.5195,80.6,0.0
2002-01-23,1.6724,1.6024,117.83,0.5176,80.28,0.0
2002-01-24,1.6771,1.6038,117.83,0.5193,80.37,0.0
2002-01-25,1.7042,1.6116,116.16,0.5165,78.82,0.0
2002-01-28,1.7074,1.6025,114.9,0.5163,78.13,0.0
2002-01-29,1.7019,1.5936,115.36,0.5101,78.39,0.0
2002-01-30,1.7092,1.5886,114.43,0.5058,77.7,0.0
2002-01-31,1.7214,1.5858,115.74,0.5064,78.29,0.0
2002-02-01,1.7158,1.5916,114.79,0.508,77.62,0.0
2002-02-04,1.6977,1.5955,115.09,0.5112,77.91,0.0
2002-02-05,1.6988,1.5983,116.09,0.5082,78.78,0.0
2002-02-06,1.6945,1.6048,116.03,0.5084,78.83,0.0
2002-02-07,1.6902,1.5986,116.27,0.508,78.98,0.0
2002-02-08,1.6893,1.5975,117.61,0.5105,79.71,0.0
2002-02-11,1.6848,1.5909,116.99,0.5123,79.21,0.0
2002-02-12,1.6868,1.5917,116.21,0.5086,79.58,0.0
2002-02-13,1.6998,1.5906,116.09,0.5097,78.38,0.0
2002-02-14,1.6980000000000002,1.5926,115.38,0.5163,77.78,0.0
2002-02-15,1.6997,1.5918,115.75,0.517,78.04,0.0
2002-02-18,1.7005,1.591,115.5,0.5183,78.0,0.0
2002-02-19,1.6877,1.5873,117.06,0.5183,79.19,0.0
2002-02-20,1.7003,1.5898,116.35,0.5185,78.63,0.0
2002-02-21,1.7038,1.5904,116.64,0.5174,78.81,0.0
2002-02-22,1.6897,1.5962,117.49,0.5133,79.4,0.0
2002-02-25,1.6977,1.6003,116.41,0.5133,78.91,0.0
2002-02-26,1.7084,1.6098,116.32,0.5135,78.81,0.0
2002-02-27,1.7051,1.6083,116.22,0.5153,78.74,0.0
2002-02-28,1.6976,1.6026,116.11,0.5172,78.72,0.0
2002-03-01,1.7069,1.5919999999999999,115.28,0.5195,78.08,0.0
2002-03-04,1.6993,1.5905,114.96,0.5199,77.82,0.0
2002-03-05,1.6944,1.5885,115.28,0.5209,78.05,0.0
2002-03-06,1.683,1.5808,114.62,0.5231,77.74,0.0
2002-03-07,1.6669999999999998,1.5824,112.12,0.5255,76.12,0.0
2002-03-08,1.6879,1.5854,112.33,0.5229,76.19,0.0
2002-03-11,1.6792,1.5837,112.17,0.5218,76.32,0.0
2002-03-12,1.6771,1.5847,112.73,0.5208,76.72,0.0
2002-03-13,1.6743,1.5978,113.43,0.5195,77.29,0.0
2002-03-14,1.6545,1.5917,113.93,0.5232,78.03,0.0
2002-03-15,1.6575,1.584,113.95,0.5255,77.9,0.0
2002-03-18,1.6584,1.5861,115.87,0.5252,79.21,0.0
2002-03-19,1.6589,1.5851,116.52,0.5236,79.57,0.0
2002-03-20,1.6545,1.5787,116.25,0.5305,79.46,0.0
2002-03-21,1.6576,1.5787,116.42,0.5303,79.65,0.0
2002-03-22,1.6672,1.57771,116.46,0.5308,79.68,0.0
2002-03-25,1.6661,1.5829,116.96,0.5302,80.02,0.0
2002-03-26,1.6681,1.5925,116.51,0.5278,79.66,0.0
2002-03-27,1.6777,1.5944,115.85,0.5276,79.12,0.0
2002-03-28,1.6841,1.5934,115.58,0.5338,78.81,0.0
2002-03-29,1.6817,1.5948,115.65,0.5333,78.89,0.0
2002-04-01,1.6615,1.5987,117.51,0.5336,80.31,0.0
2002-04-02,1.6642,1.5929,117.27,0.535,80.18,0.0
2002-04-03,1.6587,1.5894,116.91,0.5327,80.01,0.0
2002-04-04,1.6649,1.5949,116.05,0.5309,79.41,0.0
2002-04-05,1.6644,1.5887,115.69,0.5304,79.03,0.0
2002-04-08,1.6757,1.5947,114.85,0.5274,78.4,0.0
2002-04-09,1.6659,1.5973,115.35,0.5276,78.64,0.0
2002-04-10,1.6668,1.5925,115.05,0.5309,78.4,0.0
2002-04-11,1.659,1.5898,116.14,0.5352,79.22,0.0
2002-04-12,1.6667,1.5876,116.12,0.5347,79.25,0.0
2002-04-15,1.6669999999999998,1.5865,116.12,0.5321,79.13,0.0
2002-04-16,1.6648,1.5816,115.65,0.5329999999999999,78.77,0.0
2002-04-17,1.6528,1.5747,116.31,0.5376,79.12,0.0
2002-04-18,1.6480000000000001,1.5755,115.6,0.5385,78.8,0.0
2002-04-19,1.6445,1.5724,116.21,0.5396,79.25,0.0
2002-04-22,1.651,1.5714,115.61,0.541,78.7,0.0
2002-04-23,1.6511,1.574,115.66,0.5385,78.84,0.0
2002-04-24,1.6435,1.5682,115.58,0.5428,78.83,0.0
2002-04-25,1.6292,1.5637,115.49,0.5442,78.94,0.0
2002-04-26,1.6234,1.5613,115.26,0.5437,78.76,0.0
2002-04-29,1.6188,1.5665,115.66,0.5389,79.08,0.0
2002-04-30,1.614,1.5678,115.74,0.5382,79.6,0.0
2002-05-01,1.6023,1.5607,115.41,0.5392,79.52,0.0
2002-05-02,1.6099,1.5621,115.49,0.536,79.47,0.0
2002-05-03,1.588,1.5627,115.47,0.536,79.99,0.0
2002-05-06,1.5886,1.5674,116.69,0.5394,80.14,0.0
2002-05-07,1.5893,1.5686,117.14,0.5399,80.54,0.0
2002-05-08,1.6076,1.5698,116.57,0.5394,80.1,0.0
2002-05-09,1.5983,1.5655,116.69,0.5442,80.32,0.0
2002-05-10,1.5917,1.5582,116.55,0.5451,80.15,0.0
2002-05-13,1.595,1.5558,116.46,0.5472,80.06,0.0
2002-05-14,1.6148,1.5582,116.0,0.5473,79.61,0.0
2002-05-15,1.5968,1.5562,116.38,0.5485,79.97,0.0
2002-05-16,1.597,1.5541,116.82,0.5485,80.23,0.0
2002-05-17,1.5791,1.5462,115.92,0.5521,79.67,0.0
2002-05-20,1.5753,1.5423,115.58,0.5554,79.56,0.0
2002-05-21,1.5767,1.5387,114.0,0.557,78.58,0.0
2002-05-22,1.5688,1.5335,115.03,0.5602,79.17,0.0
2002-05-23,1.5779,1.534,115.09,0.5573,79.15,0.0
2002-05-24,1.5834,1.5348,114.8,0.5555,78.71,0.0
2002-05-27,1.5845,1.5345,114.8,0.5572,78.73,0.0
2002-05-28,1.5733,1.5308,115.64,0.5619,79.1,0.0
2002-05-29,1.5662,1.5324,116.41,0.5641,79.36,0.0
2002-05-30,1.5592,1.5349,115.65,0.564,79.02,0.0
2002-05-31,1.5695,1.5275,115.65,0.5671,79.17,0.0
2002-06-03,1.5653,1.5286,116.09,0.5710000000000001,79.09,0.0
2002-06-04,1.5619,1.5297,116.67,0.5731,79.38,0.0
2002-06-05,1.5659999999999998,1.5326,116.92,0.5727,79.48,0.0
2002-06-06,1.5583,1.5333,117.52,0.5748,79.74,0.0
2002-06-07,1.5564,1.5319999999999998,117.44,0.5721,79.93,0.0
2002-06-10,1.56,1.5395,117.64,0.5704,79.71,0.0
2002-06-11,1.5563,1.5386,118.7,0.5675,80.52,0.0
2002-06-12,1.5649,1.5361,118.72,0.5717,80.3,0.0
2002-06-13,1.5664,1.5397,117.78,0.5660000000000001,79.83,0.0
2002-06-14,1.5605,1.5465,117.3,0.561,79.53,0.0
2002-06-17,1.5631,1.5477,117.5,0.5574,79.67,0.0
2002-06-18,1.5512,1.5451,118.26,0.5653,80.14,0.0
2002-06-19,1.5382,1.5407,118.45,0.5651,80.51,0.0
2002-06-20,1.5267,1.5396,118.96,0.5709,80.85,0.0
2002-06-21,1.5124,1.5203,117.8,0.5737,80.29,0.0
2002-06-24,1.5124,1.5203,117.8,0.5737,80.29,0.0
2002-06-25,1.5017,1.5167,118.77,0.5710000000000001,80.93,0.0
2002-06-26,1.4892,1.5168,118.04,0.5601,80.39,0.0
2002-06-27,1.4892,1.5127,118.01,0.5612,80.19,0.0
2002-06-28,1.4822,1.5153,118.5,0.5639,80.6,0.0
2002-07-01,1.4877,1.5179,118.55,0.5613,80.7,0.0
2002-07-02,1.4897,1.5259,118.21,0.563,80.7,0.0
2002-07-03,1.4914,1.5325,117.53,0.5594,80.32,0.0
2002-07-04,1.4955,1.5285,117.5,0.557,80.25,0.0
2002-07-05,1.5067,1.5237,117.06,0.5562,79.82,0.0
2002-07-08,1.4878,1.5213,117.1,0.565,79.68,0.0
2002-07-09,1.4816,1.5118,117.22,0.5686,79.57,0.0
2002-07-10,1.4881,1.5185,116.38,0.5654,79.05,0.0
2002-07-11,1.4791,1.5214,115.74,0.5583,78.96,0.0
2002-07-12,1.4835,1.5328,115.74,0.5591,78.77,0.0
2002-07-15,1.4578,1.5381,116.88,0.5592,79.73,0.0
2002-07-16,1.4556,1.5356,116.98,0.5563,79.73,0.0
2002-07-17,1.452,1.5418,117.33,0.5507,80.05,0.0
2002-07-18,1.4505,1.544,117.76,0.5526,80.4,0.0
2002-07-19,1.4417,1.5432,117.3,0.5567,80.28,0.0
2002-07-22,1.446,1.5623,117.18,0.5479999999999999,80.48,0.0
2002-07-23,1.474,1.5869,116.15,0.5384,79.9,0.0
2002-07-24,1.4529,1.5625,115.88,0.5409,80.08,0.0
2002-07-25,1.4442,1.5714,116.82,0.5403,80.75,0.0
2002-07-26,1.4657,1.587,117.4,0.5349,81.13,0.0
2002-07-29,1.4861,1.5724,117.42,0.5394,80.57,0.0
2002-07-30,1.4818,1.5753,118.27,0.5433,81.1,0.0
2002-07-31,1.4879,1.5862,117.03,0.5418,80.51,0.0
2002-08-01,1.4736,1.5923,117.37,0.5398,80.98,0.0
2002-08-02,1.4707,1.5868,117.46,0.5388,80.95,0.0
2002-08-05,1.4724,1.5871,117.4,0.5376,80.75,0.0
2002-08-06,1.51,1.5863,116.74,0.5309,80.12,0.0
2002-08-07,1.4967,1.5765,117.06,0.537,80.28,0.0
2002-08-08,1.5146,1.5805,116.89,0.534,79.91,0.0
2002-08-09,1.5035,1.5739,116.6,0.536,79.91,0.0
2002-08-12,1.4944,1.5757,116.46,0.5404,79.61,0.0
2002-08-13,1.4894,1.5732,116.68,0.5375,79.79,0.0
2002-08-14,1.4952,1.5632,114.78,0.5365,78.47,0.0
2002-08-15,1.489,1.5621,115.25,0.5429999999999999,78.8,0.0
2002-08-16,1.4904,1.56,115.67,0.5451,78.89,0.0
2002-08-19,1.5029,1.5723,115.78,0.5421,78.87,0.0
2002-08-20,1.5002,1.5667,116.28,0.5463,79.14,0.0
2002-08-21,1.499,1.5574,116.06,0.544,79.04,0.0
2002-08-22,1.518,1.5597,116.27,0.5407,78.95,0.0
2002-08-23,1.5148,1.5561,116.35,0.5432,79.02,0.0
2002-08-26,1.5128,1.5552,116.31,0.5432,79.07,0.0
2002-08-27,1.4925,1.5535,116.16,0.5544,79.15,0.0
2002-08-28,1.4997,1.5535,116.37,0.5544,79.14,0.0
2002-08-29,1.4966,1.5577,116.35,0.552,79.07,0.0
2002-08-30,1.5,1.5584,116.39,0.5507,79.12,0.0
2002-09-02,1.495,1.557,116.25,0.552,79.0,0.0
2002-09-03,1.4723,1.5516,116.67,0.5482,79.53,0.0
2002-09-04,1.4771,1.5675,116.96,0.5446,79.89,0.0
2002-09-05,1.4706,1.5713,117.4,0.5419,80.4,0.0
2002-09-06,1.4858,1.5593,116.28,0.5475,79.78,0.0
2002-09-09,1.4902,1.5558,116.35,0.5481,79.77,0.0
2002-09-10,1.4971,1.5717,116.9,0.5478,80.09,0.0
2002-09-11,1.5026,1.5796,117.45,0.5486,80.1,0.0
2002-09-12,1.4973,1.5874,117.91,0.5528,80.22,0.0
2002-09-13,1.5091,1.5846,118.36,0.5506,80.65,0.0
2002-09-16,1.5125,1.5808,118.74,0.5485,80.85,0.0
2002-09-17,1.5148,1.5813,118.82,0.5481,80.77,0.0
2002-09-18,1.504,1.5777,119.07,0.5486,81.1,0.0
2002-09-19,1.4858,1.5739,119.61,0.55,81.77,0.0
2002-09-20,1.4938,1.5749,121.07,0.5455,82.66,0.0
2002-09-23,1.4968,1.5827,121.06,0.5436,82.71,0.0
2002-09-24,1.4918,1.5879,120.94,0.5438,82.88,0.0
2002-09-25,1.4996,1.5788,119.94,0.5459,81.93,0.0
2002-09-26,1.5004,1.5769,119.84,0.5441,81.72,0.0
2002-09-27,1.4962,1.5771,120.27,0.5432,82.09,0.0
2002-09-30,1.4758,1.5868,120.12,0.5427,82.51,0.0
2002-10-01,1.4833,1.5785,120.66,0.5439,82.61,0.0
2002-10-02,1.482,1.5869,121.11,0.5433,83.15,0.0
2002-10-03,1.4799,1.5922,121.9,0.5463,82.86,0.0
2002-10-04,1.4918,1.5937,120.7,0.5466,82.59,0.0
2002-10-07,1.489,1.5932,121.97,0.5493,83.41,0.0
2002-10-08,1.5004,1.5942,121.57,0.5471,82.92,0.0
2002-10-09,1.4786,1.5984,122.08,0.5489,83.37,0.0
2002-10-10,1.4842,1.5891,121.86,0.5479,83.27,0.0
2002-10-11,1.4837,1.5872,122.33,0.5489999999999999,83.61,0.0
2002-10-14,1.4817,1.5859999999999999,122.62,0.5465,83.89,0.0
2002-10-15,1.4966,1.5853,122.33,0.5463,83.36,0.0
2002-10-16,1.4938,1.5829,122.2,0.5489999999999999,83.32,0.0
2002-10-17,1.5116,1.5714,121.32,0.5498,82.6,0.0
2002-10-18,1.5127,1.5744,121.92,0.5503,82.95,0.0
2002-10-21,1.5098,1.5735,121.62,0.5548,82.72,0.0
2002-10-22,1.5,1.5692,122.49,0.5522,83.39,0.0
2002-10-23,1.5036,1.5655,121.71,0.5533,82.9,0.0
2002-10-24,1.5018,1.5646,121.76,0.5548,82.96,0.0
2002-10-25,1.5016,1.5684,121.32,0.5558,82.72,0.0
2002-10-28,1.4889,1.5574,121.58,0.5588,82.98,0.0
2002-10-29,1.4864,1.5662,120.83,0.5562,82.56,0.0
2002-10-30,1.4879,1.5643,120.96,0.5531,82.54,0.0
2002-10-31,1.4793,1.5566,121.32,0.5556,82.92,0.0
2002-11-01,1.4663,1.5589,121.69,0.5586,83.29,0.0
2002-11-04,1.4669999999999999,1.5558,121.93,0.5615,83.35,0.0
2002-11-05,1.4635,1.5569,121.75,0.5615,83.24,0.0
2002-11-06,1.4575,1.5558,122.12,0.5633,83.57,0.0
2002-11-07,1.4502,1.5558,122.12,0.5660000000000001,83.61,0.0
2002-11-08,1.4437,1.5557,121.3,0.5654,82.93,0.0
2002-11-11,1.4482,1.569,120.75,0.5612,82.55,0.0
2002-11-12,1.4456,1.5669,121.02,0.5608,82.77,0.0
2002-11-13,1.4571,1.5652,121.08,0.5602,82.54,0.0
2002-11-14,1.4581,1.5745,121.03,0.5638,82.54,0.0
2002-11-15,1.4526,1.5845,121.42,0.5633,82.86,0.0
2002-11-18,1.4549,1.59,122.18,0.5625,83.26,0.0
2002-11-19,1.4638,1.5842,122.53,0.5582,83.46,0.0
2002-11-20,1.4665,1.5865,122.85,0.5598,83.62,0.0
2002-11-21,1.4682,1.5777,122.86,0.5627,83.6,0.0
2002-11-22,1.4768,1.5804,122.52,0.5633,83.21,0.0
2002-11-25,1.4871,1.5730000000000002,120.97,0.5593,82.08,0.0
2002-11-26,1.4855,1.5748,120.7,0.5599,81.88,0.0
2002-11-27,1.4895,1.5755,121.05,0.5565,82.1,0.0
2002-11-28,1.4828,1.5721,121.5,0.5606,82.36,0.0
2002-11-29,1.4843,1.5638,121.94,0.56,82.62,0.0
2002-12-02,1.4762,1.5572,124.24,0.56,84.4,0.0
2002-12-03,1.4782,1.5556,124.09,0.5588,84.32,0.0
2002-12-04,1.4728,1.56,124.62,0.5599,84.64,0.0
2002-12-05,1.4709999999999999,1.5602,125.04,0.5612,84.97,0.0
2002-12-06,1.4579,1.5657,124.94,0.561,84.93,0.0
2002-12-09,1.4585,1.5608,124.55,0.5637,84.64,0.0
2002-12-10,1.4598,1.5607,124.79,0.5594,84.7,0.0
2002-12-11,1.4618,1.5553,124.6,0.5607,84.56,0.0
2002-12-12,1.4498,1.5554,124.98,0.5652,84.64,0.0
2002-12-13,1.4443,1.5611,123.21,0.5644,83.44,0.0
2002-12-16,1.4427,1.5612,123.95,0.5670000000000001,84.05,0.0
2002-12-17,1.4273,1.5498,124.7,0.5648,84.94,0.0
2002-12-18,1.4258,1.5525,124.25,0.5649,84.94,0.0
2002-12-19,1.4231,1.5487,123.77,0.5649,84.71,0.0
2002-12-20,1.4239,1.5518,123.59,0.5615,84.53,0.0
2002-12-23,1.4197,1.5526,123.53,0.5616,84.82,0.0
2002-12-24,1.4084,1.5478,123.91,0.5639,85.38,0.0
2002-12-25,1.406,1.548,124.3,0.5638,85.68,0.0
2002-12-26,1.4013,1.558,124.44,0.5636,85.62,0.0
2002-12-27,1.3905,1.5707,125.08,0.5612,86.17,0.0
2002-12-30,1.3867,1.5781,124.12,0.5645,85.41,0.0
2002-12-31,1.3818,1.5771,124.65,0.5587,85.91,0.0
2003-01-01,1.3818,1.5771,124.65,0.5587,85.91,0.0
2003-01-02,1.4016,1.5675,124.28,0.5633,85.59,0.0
2003-01-03,1.3986,1.5651,124.77,0.5674,85.66,0.0
2003-01-06,1.3919,1.5601,124.62,0.5772,85.5,0.0
2003-01-07,1.4002,1.5613,125.47,0.574,86.04,0.0
2003-01-08,1.3889,1.5614,124.88,0.5766,85.72,0.0
2003-01-09,1.3916,1.5513,125.23,0.5766,85.83,0.0
2003-01-10,1.379,1.5449,126.07,0.5839,86.39,0.0
2003-01-13,1.3856,1.5406,125.29,0.5839,85.73,0.0
2003-01-14,1.3843,1.5397,124.67,0.5827,85.22,0.0
2003-01-15,1.3852,1.5361,124.55,0.5841,85.26,0.0
2003-01-16,1.3745,1.5339,125.09,0.5874,85.72,0.0
2003-01-17,1.369,1.5343,125.63,0.5917,86.13,0.0
2003-01-20,1.368,1.5365,126.1,0.591,86.3,0.0
2003-01-21,1.3636,1.5328,126.62,0.5883,86.65,0.0
2003-01-22,1.3647,1.5319999999999998,126.84,0.5861,86.73,0.0
2003-01-23,1.3611,1.5243,126.95,0.5905,86.69,0.0
2003-01-24,1.3517,1.5193,127.64,0.5924,87.13,0.0
2003-01-27,1.3530000000000002,1.525,128.63,0.5902,87.59,0.0
2003-01-28,1.3582,1.5299,128.34,0.5891,87.34,0.0
2003-01-29,1.3567,1.5244,128.25,0.5894,87.27,0.0
2003-01-30,1.3569,1.5296,128.81,0.5881,87.85,0.0
2003-01-31,1.3647,1.5204,129.01,0.5875,87.89,0.0
2003-02-03,1.3631,1.5166,129.55,0.5845,88.35,0.0
2003-02-04,1.3477,1.5153,130.24,0.5913,88.85,0.0
2003-02-05,1.3583,1.5213,130.6,0.5909,88.37,0.0
2003-02-06,1.354,1.527,129.87,0.5914,88.55,0.0
2003-02-07,1.3542,1.521,130.2,0.5903,88.77,0.0
2003-02-10,1.364,1.5301,130.21,0.5911,88.78,0.0
2003-02-11,1.3678,1.5284,130.02,0.5913,88.57,0.0
2003-02-12,1.3704,1.5286,129.97,0.5887,88.48,0.0
2003-02-13,1.3542,1.518,130.68,0.595,89.05,0.0
2003-02-14,1.3647,1.5212,129.64,0.5920000000000001,88.17,0.0
2003-02-17,1.3702,1.521,129.01,0.5912,87.69,0.0
2003-02-18,1.3775,1.5162,126.98,0.5897,86.26,0.0
2003-02-19,1.3674,1.5126,127.63,0.5945,86.76,0.0
2003-02-20,1.3563,1.5058,127.98,0.5985,87.18,0.0
2003-02-21,1.3654,1.5067,127.83,0.5965,86.98,0.0
2003-02-24,1.3572,1.4896,127.35,0.6065,86.87,0.0
2003-02-25,1.3562,1.4924,126.15,0.6056,86.41,0.0
2003-02-26,1.3544,1.493,126.37,0.6079,86.46,0.0
2003-02-27,1.3578,1.4922,126.54,0.6052,86.55,0.0
2003-02-28,1.3571,1.4853,127.53,0.6084,87.33,0.0
2003-03-03,1.3393,1.4845,128.06,0.6148,87.83,0.0
2003-03-04,1.3401,1.4788,128.29,0.6115,87.99,0.0
2003-03-05,1.329,1.4701,128.71,0.6163,88.26,0.0
2003-03-06,1.3341,1.4725,128.77,0.6144,87.97,0.0
2003-03-07,1.3344,1.4659,128.83,0.6142,87.67,0.0
2003-03-10,1.3268,1.4659,129.12,0.6147,88.11,0.0
2003-03-11,1.3298,1.4731,129.22,0.6043,88.18,0.0
2003-03-12,1.3349,1.4766,129.04,0.5953,87.85,0.0
2003-03-13,1.358,1.4845,128.07,0.5953,87.26,0.0
2003-03-14,1.3659,1.4766,127.07,0.5983,86.61,0.0
2003-03-17,1.38,1.48,125.94,0.593,85.8,0.0
2003-03-18,1.3833,1.4733,126.37,0.5946,85.92,0.0
2003-03-19,1.393,1.4835,127.35,0.589,86.5,0.0
2003-03-20,1.3889,1.4807,127.65,0.5928,86.66,0.0
2003-03-21,1.4015,1.4918,128.04,0.5908,86.76,0.0
2003-03-24,1.3848,1.4794,128.48,0.5949,87.15,0.0
2003-03-25,1.3826,1.4764,127.99,0.5954,86.91,0.0
2003-03-26,1.382,1.4695,128.29,0.5977,86.88,0.0
2003-03-27,1.3832,1.4633,128.23,0.6013,86.75,0.0
2003-03-28,1.3698,1.4707,129.04,0.6007,87.39,0.0
2003-03-31,1.3517,1.4685,128.8,0.6038,87.3,0.0
2003-04-01,1.354,1.4732,128.73,0.6043,87.16,0.0
2003-04-02,1.3794,1.4792,128.04,0.6019,86.28,0.0
2003-04-03,1.3825,1.476,128.3,0.601,86.5,0.0
2003-04-04,1.3854,1.4725,128.71,0.601,86.58,0.0
2003-04-07,1.3929,1.4816,127.97,0.598,86.2,0.0
2003-04-08,1.3864,1.4677,128.4,0.6009,86.41,0.0
2003-04-09,1.383,1.4669999999999999,129.27,0.6047,86.89,0.0
2003-04-10,1.3862,1.4552,129.14,0.6058,86.32,0.0
2003-04-11,1.3925,1.4544,129.6,0.6056,86.54,0.0
2003-04-14,1.3886,1.4537,129.64,0.6047,86.61,0.0
2003-04-15,1.39,1.4488,129.91,0.6069,86.42,0.0
2003-04-16,1.3708,1.456,130.33,0.6125,87.13,0.0
2003-04-17,1.3806,1.4513,130.17,0.6139,86.65,0.0
2003-04-18,1.3812,1.4495,130.28,0.6145,86.66,0.0
2003-04-21,1.389,1.454,130.95,0.614,86.75,0.0
2003-04-22,1.371,1.4480000000000002,131.55,0.621,87.5,0.0
2003-04-23,1.3730000000000002,1.4505,132.1,0.619,87.7,0.0
2003-04-24,1.3615,1.4569999999999999,132.25,0.6185,88.1,0.0
2003-04-25,1.3630000000000002,1.446,132.75,0.6155,88.4,0.0
2003-04-28,1.3711,1.4498,132.3,0.6184,87.84,0.0
2003-04-29,1.3622,1.4433,132.59,0.6216,87.95,0.0
2003-04-30,1.355,1.4325,132.9,0.6263,87.76,0.0
2003-05-01,1.3453,1.4202,133.17,0.631,88.14,0.0
2003-05-02,1.3442,1.4198,133.55,0.63,88.49,0.0
2003-05-05,1.3425,1.4118,133.8,0.6348,88.4,0.0
2003-05-06,1.3244,1.392,134.41,0.6427,88.74,0.0
2003-05-07,1.3219999999999998,1.396,132.25,0.638,87.95,0.0
2003-05-08,1.3130000000000002,1.3942,134.4,0.6434,89.03,0.0
2003-05-09,1.3130000000000002,1.3934,134.7,0.6447,89.28,0.0
2003-05-12,1.3119999999999998,1.3905,135.12,0.649,89.16,0.0
2003-05-13,1.3143,1.386,134.3,0.6483,88.73,0.0
2003-05-14,1.3147,1.3743,133.62,0.6476,88.35,0.0
2003-05-15,1.3239,1.382,132.74,0.6409999999999999,88.0,0.0
2003-05-16,1.3076,1.3666,134.1,0.6523,88.62,0.0
2003-05-19,1.2969,1.3645,136.78,0.654,90.47,0.0
2003-05-20,1.2909,1.3519999999999999,136.67,0.6579999999999999,90.43,0.0
2003-05-21,1.2962,1.3482,136.9,0.6561,90.43,0.0
2003-05-22,1.2948,1.3519999999999999,137.1,0.6578,90.54,0.0
2003-05-23,1.2904,1.3782,138.05,0.6575,90.61,0.0
2003-05-26,1.2885,1.3744,138.48,0.6595,90.69,0.0
2003-05-27,1.2864,1.3753,138.73,0.6559999999999999,91.12,0.0
2003-05-28,1.2957,1.3847,139.65,0.6504,91.64,0.0
2003-05-29,1.2867,1.3730000000000002,140.54,0.6513,92.0,0.0
2003-05-30,1.298,1.3685,140.7,0.654,91.95,0.0
2003-06-02,1.2996,1.3696,139.36,0.6577,91.18,0.0
2003-06-03,1.3092,1.3648,139.9,0.6606,90.96,0.0
2003-06-04,1.3144,1.3576,138.71,0.6649,90.35,0.0
2003-06-05,1.3,1.3415,139.45,0.6655,90.58,0.0
2003-06-06,1.3203,1.3584,138.93,0.6584,89.95,0.0
2003-06-09,1.3119999999999998,1.3574,138.65,0.6565,90.02,0.0
2003-06-10,1.3155,1.361,137.75,0.6575,89.5,0.0
2003-06-11,1.3090000000000002,1.3522,138.45,0.6629,89.89,0.0
2003-06-12,1.3104,1.3503,138.36,0.6648,89.74,0.0
2003-06-13,1.2987,1.3343,139.33,0.6683,90.4,0.0
2003-06-16,1.304,1.3422,139.25,0.669,90.19,0.0
2003-06-17,1.3065,1.34,139.35,0.6705,90.4,0.0
2003-06-18,1.3223,1.3367,137.73,0.6726,89.13,0.0
2003-06-19,1.3145,1.3430000000000002,138.65,0.6709999999999999,90.0,0.0
2003-06-20,1.3321,1.3593,137.13,0.6672,88.88,0.0
2003-06-23,1.3244,1.3595,135.87,0.6642,88.83,0.0
2003-06-24,1.3283,1.3603,135.77,0.6631,88.8,0.0
2003-06-25,1.3285,1.3468,136.25,0.6673,88.82,0.0
2003-06-26,1.3498,1.3519,136.43,0.6635,88.46,0.0
2003-06-27,1.35,1.3459999999999999,136.75,0.6659999999999999,88.65,0.0
2003-06-30,1.3519999999999999,1.3465,137.75,0.6735,88.6,0.0
2003-07-01,1.3424,1.3518,138.12,0.677,88.98,0.0
2003-07-02,1.344,1.3374,136.16,0.6812,87.78,0.0
2003-07-03,1.3483,1.3368,135.84,0.6818,87.71,0.0
2003-07-04,1.3485,1.3397,135.69,0.6792,87.63,0.0
2003-07-07,1.374,1.348,133.75,0.677,86.05,0.0
2003-07-08,1.3701,1.3661,133.68,0.6606,86.27,0.0
2003-07-09,1.3606,1.3752,133.52,0.6571,86.52,0.0
2003-07-10,1.3608,1.383,133.97,0.6583,86.47,0.0
2003-07-11,1.3741,1.3764,133.04,0.6604,85.63,0.0
2003-07-14,1.375,1.3749,132.69,0.6595,85.56,0.0
2003-07-15,1.3835,1.3823,131.76,0.6504,85.14,0.0
2003-07-16,1.376,1.3865,132.45,0.6559999999999999,85.9,0.0
2003-07-17,1.3695,1.3951,133.19,0.653,86.72,0.0
2003-07-18,1.3594,1.4068,133.7,0.6474,87.11,0.0
2003-07-21,1.3534,1.4048,134.38,0.652,87.45,0.0
2003-07-22,1.3619999999999999,1.4165,135.0,0.6509999999999999,87.45,0.0
2003-07-23,1.348,1.3984,136.41,0.6597,88.26,0.0
2003-07-24,1.347,1.3957,136.42,0.6654,88.32,0.0
2003-07-25,1.345,1.3803,136.75,0.6632,88.36,0.0
2003-07-28,1.3459999999999999,1.386,137.3,0.6629999999999999,88.8,0.0
2003-07-29,1.351,1.385,137.35,0.664,88.7,0.0
2003-07-30,1.3655,1.4005,136.45,0.652,88.1,0.0
2003-07-31,1.37,1.4055,135.5,0.648,88.0,0.0
2003-08-01,1.3656,1.3984,135.19,0.6512,87.92,0.0
2003-08-04,1.3461,1.4040000000000001,136.72,0.6461,89.42,0.0
2003-08-05,1.351,1.4024,136.08,0.6455,88.77,0.0
