,CBOE_VX1_FWd,CBOE_VX1_FWo,CBOE_VX1_FWh,CBOE_VX1_FWl,CBOE_VX1_FWs,CBOE_VX1_FWv,CBOE_VX1_FWpo,CME_US1_FWd,CME_US1_FWo,CME_US1_FWh,CME_US1_FWl,CME_US1_FWs,CME_US1_FWv,CME_US1_FWpo,CME_FV1_FWd,CME_FV1_FWo,CME_FV1_FWh,CME_FV1_FWl,CME_FV1_FWs,CME_FV1_FWv,CME_FV1_FWpo,CME_C1_FWd,CME_C1_FWo,CME_C1_FWh,CME_C1_FWl,CME_C1_FWs,CME_C1_FWv,CME_C1_FWpo,CME_RR1_FWd,CME_RR1_FWo,CME_RR1_FWh,CME_RR1_FWl,CME_RR1_FWs,CME_RR1_FWv,CME_RR1_FWpo,CME_BO1_FWd,CME_BO1_FWo,CME_BO1_FWh,CME_BO1_FWl,CME_BO1_FWs,CME_BO1_FWv,CME_BO1_FWpo,CME_S1_FWd,CME_S1_FWo,CME_S1_FWh,CME_S1_FWl,CME_S1_FWs,CME_S1_FWv,CME_S1_FWpo,CME_W1_FWd,CME_W1_FWo,CME_W1_FWh,CME_W1_FWl,CME_W1_FWs,CME_W1_FWv,CME_W1_FWpo,CME_AD1_FWd,CME_AD1_FWo,CME_AD1_FWh,CME_AD1_FWl,CME_AD1_FWs,CME_AD1_FWv,CME_AD1_FWpo,CME_BP1_FWd,CME_BP1_FWo,CME_BP1_FWh,CME_BP1_FWl,CME_BP1_FWs,CME_BP1_FWv,CME_BP1_FWpo,CME_CD1_FWd,CME_CD1_FWo,CME_CD1_FWh,CME_CD1_FWl,CME_CD1_FWs,CME_CD1_FWv,CME_CD1_FWpo,CEM_ED1_FWd,CEM_ED1_FWo,CEM_ED1_FWh,CEM_ED1_FWl,CEM_ED1_FWs,CEM_ED1_FWv,CEM_ED1_FWpo,CME_JY1_FWd,CME_JY1_FWo,CME_JY1_FWh,CME_JY1_FWl,CME_JY1_FWs,CME_JY1_FWv,CME_JY1_FWpo,CME_LC1_FWd,CME_LC1_FWo,CME_LC1_FWh,CME_LC1_FWl,CME_LC1_FWs,CME_LC1_FWv,CME_LC1_FWpo,CME_MP1_FWd,CME_MP1_FWo,CME_MP1_FWh,CME_MP1_FWl,CME_MP1_FWs,CME_MP1_FWv,CME_MP1_FWpo,CME_LB1_FWd,CME_LB1_FWo,CME_LB1_FWh,CME_LB1_FWl,CME_LB1_FWs,CME_LB1_FWv,CME_LB1_FWpo,CME_SF1_FWd,CME_SF1_FWo,CME_SF1_FWh,CME_SF1_FWl,CME_SF1_FWs,CME_SF1_FWv,CME_SF1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo,CME_HO1_FWd,CME_HO1_FWo,CME_HO1_FWh,CME_HO1_FWl,CME_HO1_FWs,CME_HO1_FWv,CME_HO1_FWpo,CME_NG1_FWd,CME_NG1_FWo,CME_NG1_FWh,CME_NG1_FWl,CME_NG1_FWs,CME_NG1_FWv,CME_NG1_FWpo,CME_CL1_FWd,CME_CL1_FWo,CME_CL1_FWh,CME_CL1_FWl,CME_CL1_FWs,CME_CL1_FWv,CME_CL1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo
778,2016-04-07,17.43,19.29,17.35,18.875,97470,158054,2016-04-07,165.3125,167.1875,165.125,167.0,190761,514892,2016-04-07,121.265625,121.6015625,121.203125,121.5703125,470940,2443406,2016-04-07,357.75,362.0,357.5,361.5,254644,546999,2016-04-07,9.75,9.85,9.75,9.85,223.0,9045.0,2016-04-07,34.26,34.4,33.9,34.1,39564,193335,2016-04-07,908.0,909.75,903.5,904.5,125215,314264,2016-04-07,463.0,465.25,456.75,457.0,71619,201482,2016-04-07,0.7577,0.7616,0.747,0.7485,112949.0,122189.0,2016-04-07,1.4125,1.416,1.4051,1.4063,86569,245608,2016-04-07,0.7636,0.7681,0.7587,0.7603,62753.0,101857.0,,,,,,,,2016-04-07,9126.5,9304.0,9115.0,9254.0,224110,171236,2016-04-07,121.575,122.8,120.2,122.225,29976,135526,2016-04-07,56320.0,56480.0,55370.0,55470.0,62753.0,124034.0,2016-04-07,293.2,296.8,289.6,293.3,239.0,3391.0,2016-04-07,1.049,1.0531,1.0465,1.0495,20406.0,36409.0,2016-04-07,1.3956,1.4106,1.3613,1.3812,52592,116066,2016-04-07,1.1425,1.1572,1.1054,1.1257,52191,100837,2016-04-07,1.904,2.024,1.892,2.018,212312,308412,2016-04-07,37.76,38.3,36.69,37.26,589866,508000,2016-04-07,1.3956,1.4106,1.3613,1.3812,52592,116066
779,2016-04-06,18.45,18.63,17.4,17.425,75034,147725,2016-04-06,166.21875,166.21875,165.0,165.34375,176051,517080,2016-04-06,121.34375,121.3828125,121.1328125,121.265625,415079,2443106,2016-04-06,356.75,359.0,355.0,358.0,159620,561245,2016-04-06,9.82,9.84,9.735,9.745,283.0,9038.0,2016-04-06,33.99,34.57,33.76,34.26,83384,202541,2016-04-06,904.25,909.75,901.0,908.0,99979,316477,2016-04-06,473.0,473.75,461.5,463.0,73523,196201,2016-04-06,0.752,0.7597,0.7509,0.7571,90232.0,120847.0,2016-04-06,1.416,1.4174,1.4008,1.4129,122772,246420,2016-04-06,0.7612,0.7656,0.7584,0.7631,64849.0,102425.0,,,,,,,,2016-04-06,9079.0,9162.5,9054.0,9136.5,165028,166326,2016-04-06,121.2,122.9,120.95,121.85,23871,134822,2016-04-06,56150.0,56390.0,55680.0,56280.0,85319.0,113777.0,2016-04-06,290.1,295.8,288.1,293.8,318.0,3363.0,2016-04-06,1.0487,1.0523,1.0423,1.0495,21010.0,36306.0,2016-04-06,1.3831,1.4089,1.3582,1.3947,53619,121239,2016-04-06,1.0839,1.145,1.0823,1.1403,61468,107120,2016-04-06,1.941,1.943,1.897,1.911,112850,316470,2016-04-06,36.52,37.9,36.43,37.75,724554,525390,2016-04-06,1.3831,1.4089,1.3582,1.3947,53619,121239
780,2016-04-05,17.62,18.65,17.57,18.425,86351,141502,2016-04-05,165.0,166.46875,164.9375,166.21875,202420,510389,2016-04-05,121.203125,121.4140625,121.1796875,121.3359375,472028,2442460,2016-04-05,354.5,357.0,353.5,356.75,192268,571785,2016-04-05,9.755,9.835,9.67,9.79,793.0,9449.0,2016-04-05,34.67,34.7,33.97,33.99,68076,212137,2016-04-05,911.5,916.5,904.0,904.75,111957,332499,2016-04-05,475.0,476.5,470.0,474.0,40089,198529,2016-04-05,0.758,0.7612,0.7486,0.7514,112734.0,123200.0,2016-04-05,1.4271,1.4281,1.4122,1.4158,82546,242872,2016-04-05,0.7645,0.7652,0.7565,0.7603,66093.0,103063.0,,,,,,,,2016-04-05,8999.5,9113.0,8996.5,9066.5,178263,157328,2016-04-05,123.575,123.85,120.675,120.75,32073,134268,2016-04-05,56850.0,56880.0,55910.0,56180.0,50480.0,113779.0,2016-04-05,292.5,292.6,286.0,288.7,403.0,3376.0,2016-04-05,1.0458,1.0505,1.0441,1.049,16111.0,35592.0,2016-04-05,1.3751,1.39,1.3688,1.3778,42992,124848,2016-04-05,1.0861,1.0879,1.0668,1.0746,45474,108541,2016-04-05,2.004,2.041,1.931,1.954,131899,326778,2016-04-05,35.5,36.58,35.24,35.89,476247,533216,2016-04-05,1.3751,1.39,1.3688,1.3778,42992,124848
781,2016-04-04,17.15,17.65,16.95,17.625,63540,134702,2016-04-04,164.90625,165.1875,164.28125,164.65625,133815,510092,2016-04-04,121.140625,121.234375,121.03125,121.1171875,388780,2443557,2016-04-04,353.75,355.0,350.75,354.5,168371,578995,2016-04-04,9.795,9.855,9.715,9.8,405.0,9745.0,2016-04-04,34.45,34.74,34.34,34.69,51552,213498,2016-04-04,918.5,922.25,912.75,913.5,98190,336799,2016-04-04,476.0,479.0,470.25,474.75,50029,199732,2016-04-04,0.7651,0.7655,0.7573,0.7585,64187.0,122668.0,2016-04-04,1.4224,1.4324,1.4193,1.4283,80627,247136,2016-04-04,0.7678,0.7692,0.7641,0.7657,41411.0,102215.0,,,,,,,,2016-04-04,8977.0,9017.0,8961.5,9004.5,85003,155632,2016-04-04,123.975,124.875,123.35,123.675,15950,134908,2016-04-04,57280.0,57440.0,56830.0,56850.0,34368.0,112029.0,2016-04-04,296.8,297.9,290.8,292.6,824.0,3516.0,2016-04-04,1.0469,1.0478,1.0431,1.0461,15624.0,36121.0,2016-04-04,1.4018,1.4185,1.3747,1.377,42815,130194,2016-04-04,1.1323,1.1393,1.0843,1.0889,53045,111661,2016-04-04,1.988,2.074,1.976,1.998,155128,332974,2016-04-04,36.61,37.21,35.46,35.7,539482,542223,2016-04-04,1.4018,1.4185,1.3747,1.377,42815,130194
782,2016-04-01,17.6,18.23,17.1,17.175,75835,123899,2016-04-01,164.5625,165.3125,164.03125,164.375,246466,506641,2016-04-01,121.2265625,121.234375,120.921875,121.03125,748512,2452134,2016-04-01,351.75,354.5,347.25,354.0,249214,586734,2016-04-01,9.585,9.785,9.525,9.755,1153.0,9982.0,2016-04-01,34.21,34.71,34.11,34.45,51031,210475,2016-04-01,909.25,920.0,908.25,918.25,117784,341441,2016-04-01,473.25,476.25,466.25,475.75,56736,203082,2016-04-01,0.7639,0.7676,0.7574,0.7652,110545.0,120565.0,2016-04-01,1.4367,1.4375,1.4174,1.4217,133667,243484,2016-04-01,0.7703,0.7711,0.7606,0.7677,83037.0,103095.0,,,,,,,,2016-04-01,8904.5,8979.0,8899.5,8968.5,135372,149533,2016-04-01,124.05,124.6,123.3,123.575,19721,133945,2016-04-01,57570.0,57620.0,56820.0,57270.0,55821.0,111075.0,2016-04-01,306.4,307.5,300.7,300.7,526.0,3645.0,2016-04-01,1.0433,1.0498,1.0421,1.0462,18891.0,36144.0,2016-04-01,1.4435,1.4495,1.398,1.4016,56986,131592,2016-04-01,1.1863,1.1924,1.1292,1.1317,54586,108945,2016-04-01,1.963,1.992,1.925,1.956,108204,340831,2016-04-01,38.14,38.56,36.63,36.79,532508,549954,2016-04-01,1.4435,1.4495,1.398,1.4016,56986,131592
783,2016-03-31,17.18,17.524,16.96,17.285,65772,123767,2016-03-31,163.59375,164.75,163.3125,164.4375,230147,503086,2016-03-31,120.9765625,121.265625,120.8984375,121.1640625,691333,2439237,2016-03-31,366.75,367.25,347.5,351.5,501024,571389,2016-03-31,10.06,10.235,9.425,9.69,1736.0,10214.0,2016-03-31,33.79,34.37,33.55,34.22,63356,206020,2016-03-31,908.5,914.0,888.25,910.75,205583,339142,2016-03-31,464.0,475.0,455.25,473.5,111472,202738,2016-03-31,0.7645,0.7698,0.7609,0.765,97107.0,122170.0,2016-03-31,1.4381,1.4428,1.4327,1.4373,95743,248173,2016-03-31,0.7714,0.7798,0.7686,0.7707,86776.0,101826.0,,,,,,,,2016-03-31,8912.0,8936.5,8892.0,8904.0,88615,148422,2016-03-31,124.785,126.435,124.025,125.805,31815,112876,2016-03-31,57650.0,58090.0,57170.0,57490.0,59042.0,109265.0,2016-03-31,311.5,315.2,308.6,310.7,563.0,3753.0,2016-03-31,1.0397,1.0481,1.0381,1.0444,24565.0,36228.0,2016-03-31,1.45394,1.46322,1.42814,1.44266,42710,105398,2016-03-31,1.17064,1.19954,1.15934,1.18536,38268,87596,2016-03-31,1.99,2.028,1.93,1.959,182878,341940,2016-03-31,38.3,39.04,37.57,38.34,527476,548529,2016-03-31,1.45394,1.46322,1.42814,1.44266,42710,105398
784,2016-03-30,17.14,17.26,16.57,16.825,94350,128279,2016-03-30,164.59375,164.65625,162.71875,163.46875,244876,504529,2016-03-30,120.796875,120.9921875,120.7109375,120.9453125,697611,2423865,2016-03-30,372.5,374.0,366.75,367.0,194110,582851,2016-03-30,10.105,10.17,9.9,10.03,804.0,10263.0,2016-03-30,34.05,34.07,33.75,33.79,35750,205306,2016-03-30,915.25,917.0,908.25,909.0,110726,348318,2016-03-30,476.0,477.5,463.0,464.0,72763,205650,2016-03-30,0.7607,0.7683,0.7588,0.7646,95739.0,119467.0,2016-03-30,1.4392,1.4462,1.4364,1.4389,89516,249268,2016-03-30,0.7656,0.7746,0.7646,0.7714,72347.0,98343.0,,,,,,,,2016-03-30,8892.5,8945.0,8881.5,8909.5,91397,147903,2016-03-30,129.455,129.625,126.555,126.785,24565,96169,2016-03-30,57310.0,57850.0,57270.0,57690.0,46929.0,109007.0,2016-03-30,309.1,315.0,308.1,312.3,540.0,3888.0,2016-03-30,1.0381,1.0459,1.0375,1.0407,23957.0,35504.0,2016-03-30,1.4704,1.49292,1.4477,1.45422,38608,82676,2016-03-30,1.17318,1.20846,1.16326,1.16714,36398,69733,2016-03-30,1.979,2.015,1.963,1.996,109709,346188,2016-03-30,38.52,39.85,38.14,38.32,536021,551210,2016-03-30,1.4704,1.49292,1.4477,1.45422,38608,82676
785,2016-03-29,17.84,18.15,16.73,16.775,90301,133037,2016-03-29,163.1875,164.75,163.0,164.5,204270,499362,2016-03-29,120.28125,120.8359375,120.25,120.78125,677013,2346257,2016-03-29,370.5,373.0,368.5,373.0,149699,600368,2016-03-29,10.185,10.23,10.03,10.065,656.0,10139.0,2016-03-29,33.62,34.14,33.51,34.05,50492,204184,2016-03-29,908.25,917.0,907.0,916.0,115934,344743,2016-03-29,471.0,477.5,470.5,476.75,47150,210660,2016-03-29,0.7514,0.762,0.7484,0.7611,100051.0,117136.0,2016-03-29,1.4258,1.4408,1.4198,1.438,94245,250327,2016-03-29,0.7585,0.7664,0.7567,0.7656,68923.0,97492.0,,,,,,,,2016-03-29,8838.0,8900.5,8805.5,8889.0,108726,146979,2016-03-29,131.29,132.02,130.285,131.12,21004,81978,2016-03-29,56960.0,57490.0,56600.0,57380.0,46347.0,106581.0,2016-03-29,311.3,319.0,308.2,312.9,687.0,3841.0,2016-03-29,1.0301,1.0388,1.0276,1.0384,19348.0,36284.0,2016-03-29,1.47956,1.48554,1.4334,1.4646,29646,63744,2016-03-29,1.1847,1.18902,1.14472,1.16022,28726,53866,2016-03-29,1.9246,1.9748,1.8954,1.9654,114649,280709,2016-03-29,39.32,39.48,37.91,38.28,482960,547014,2016-03-29,1.47956,1.48554,1.4334,1.4646,29646,63744
786,2016-03-28,17.646,18.016,17.33,17.455,60040,148879,2016-03-28,162.90625,163.71875,162.53125,163.53125,101881,499826,2016-03-28,120.2265625,120.3828125,120.1015625,120.359375,253289,2342216,2016-03-28,369.5,372.0,367.75,370.5,118085,607397,2016-03-28,10.265,10.285,10.165,10.19,129.0,10130.0,2016-03-28,33.24,33.78,33.24,33.63,40921,206119,2016-03-28,911.0,914.75,906.25,909.0,87477,346989,2016-03-28,465.75,477.25,463.5,471.0,60748,215003,2016-03-28,0.7489,0.7532,0.7466,0.7516,37060.0,113420.0,2016-03-28,1.414,1.4287,1.4124,1.4254,49573,250760,2016-03-28,0.7535,0.7595,0.7528,0.7587,29925.0,98105.0,,,,,,,,2016-03-28,8849.5,8857.0,8815.0,8848.5,48267,146494,2016-03-28,133.82,134.36,132.79,133.185,19818,70815,2016-03-28,56390.0,57050.0,56310.0,57020.0,19274.0,106371.0,2016-03-28,297.1,309.0,296.8,309.0,458.0,3745.0,2016-03-28,1.0267,1.0319,1.0232,1.0304,7655.0,36675.0,2016-03-28,1.47692,1.49132,1.45982,1.47352,24193,50073,2016-03-28,1.1977,1.21478,1.171,1.18256,23012,44101,2016-03-28,1.8318,1.906,1.8086,1.9008,94361,214096,2016-03-28,39.55,40.14,38.86,39.39,297363,546134,2016-03-28,1.47692,1.49132,1.45982,1.47352,24193,50073
787,2016-03-24,17.7,18.55,17.35,17.375,89535,168390,2016-03-24,163.28125,164.3125,162.5,163.03125,184995,501174,2016-03-24,120.3203125,120.390625,120.1171875,120.25,330414,2351152,2016-03-24,368.75,370.25,367.25,370.0,130500,613585,2016-03-24,10.28,10.32,10.125,10.265,550.0,10301.0,2016-03-24,33.36,33.44,32.83,33.18,47673,207718,2016-03-24,905.25,911.75,902.0,910.5,110534,349137,2016-03-24,463.5,464.5,458.5,463.0,36972,216817,2016-03-24,0.7508,0.7511,0.745,0.7494,65108.0,110663.0,2016-03-24,1.412,1.4187,1.4059,1.4154,75145,249142,2016-03-24,0.7574,0.7575,0.7521,0.7545,51688.0,95576.0,,,,,,,,2016-03-24,8918.5,8924.5,8867.0,8896.0,81801,146021,2016-03-24,135.375,136.525,134.8,135.85,11717,60678,2016-03-24,56480.0,56590.0,56120.0,56300.0,28839.0,105614.0,2016-03-24,299.3,300.7,295.1,299.0,409.0,3728.0,2016-03-24,1.0288,1.0303,1.0265,1.0285,9509.0,37100.0,2016-03-24,1.4499,1.475,1.4202,1.4659,26483,39552,2016-03-24,1.2058,1.2125,1.1752,1.1979,26384,36785,2016-03-24,1.821,1.8566,1.802,1.8364,75481,156937,2016-03-24,39.73,39.77,38.33,39.46,491900,542210,2016-03-24,1.4499,1.475,1.4202,1.4659,26483,39552
788,2016-03-23,16.85,17.82,16.75,17.725,87452,175171,2016-03-23,161.75,163.59375,161.53125,163.5,201961,491880,2016-03-23,120.015625,120.359375,119.9609375,120.3515625,440507,2331443,2016-03-23,369.75,370.0,366.0,368.5,116948,616881,2016-03-23,10.41,10.445,10.275,10.305,305.0,10333.0,2016-03-23,33.95,33.98,33.28,33.36,45988,211422,2016-03-23,909.5,912.5,901.5,905.25,111634,352036,2016-03-23,467.5,468.0,462.5,463.0,32741,216750,2016-03-23,0.7587,0.7622,0.7492,0.7502,90915.0,111535.0,2016-03-23,1.4217,1.4234,1.4085,1.4118,81229,245301,2016-03-23,0.7668,0.7671,0.7565,0.7571,67060.0,96333.0,,,,,,,,2016-03-23,8922.0,8937.5,8876.0,8917.5,90616,146050,2016-03-23,136.625,137.075,135.05,135.45,10122,63191,2016-03-23,57320.0,57340.0,56410.0,56500.0,40482.0,105334.0,2016-03-23,308.0,308.0,301.2,303.5,315.0,3661.0,2016-03-23,1.0318,1.0318,1.0274,1.0286,12497.0,37588.0,2016-03-23,1.5092,1.5134,1.4454,1.4541,29757,45790,2016-03-23,1.2491,1.2492,1.2015,1.204,22153,41884,2016-03-23,1.8806,1.9138,1.7922,1.8088,113937,109270,2016-03-23,41.19,41.34,39.67,39.79,488624,544879,2016-03-23,1.5092,1.5134,1.4454,1.4541,29757,45790
789,2016-03-22,17.0,17.52,16.7,16.825,86827,181530,2016-03-22,161.90625,163.0,161.65625,161.90625,207947,489526,2016-03-22,120.1953125,120.40625,120.0,120.03125,451537,2342019,2016-03-22,369.0,371.75,368.75,370.0,138757,629418,2016-03-22,10.35,10.43,10.26,10.405,197.0,10275.0,2016-03-22,33.61,34.18,33.47,33.93,48533,211431,2016-03-22,901.5,914.0,900.0,910.25,165571,342732,2016-03-22,466.5,470.5,463.25,466.75,46128,213835,2016-03-22,0.7551,0.7614,0.7522,0.7587,76933.0,107919.0,2016-03-22,1.4371,1.4402,1.4194,1.4207,109904,246711,2016-03-22,0.7636,0.7676,0.7612,0.7667,45369.0,95671.0,,,,,,,,2016-03-22,8955.5,9000.5,8911.0,8926.0,110062,145953,2016-03-22,137.5,138.15,135.375,136.425,20889,68592,2016-03-22,57000.0,57390.0,56640.0,57330.0,37411.0,103089.0,2016-03-22,310.0,312.2,307.7,311.0,386.0,3644.0,2016-03-22,1.034,1.0358,1.0309,1.0315,14126.0,38287.0,2016-03-22,1.4588,1.512,1.4487,1.4971,26128,50801,2016-03-22,1.2382,1.2606,1.2274,1.2521,19679,45550,2016-03-22,1.813,1.87,1.796,1.863,105770,79032,2016-03-22,41.59,41.9,40.77,41.45,458448,544913,2016-03-22,1.4588,1.512,1.4487,1.4971,26128,50801
790,2016-03-21,17.7,17.9,16.95,16.975,91209,181797,2016-03-21,163.21875,163.375,161.625,161.71875,175907,494222,2016-03-21,120.421875,120.46875,120.1796875,120.1953125,316178,2346276,2016-03-21,366.5,370.0,365.75,369.5,99786,634864,2016-03-21,10.45,10.52,10.35,10.375,220.0,10216.0,2016-03-21,33.27,33.68,33.09,33.58,45014,207232,2016-03-21,895.0,905.0,892.25,902.0,102582,343834,2016-03-21,468.75,472.0,463.75,466.5,57570,214206,2016-03-21,0.7567,0.7597,0.7539,0.7567,64281.0,105007.0,2016-03-21,1.4463,1.4472,1.4368,1.4396,60197,251991,2016-03-21,0.768,0.7681,0.7633,0.7655,46661.0,93106.0,,,,,,,,2016-03-21,8987.5,9013.5,8952.0,8961.0,56763,144563,2016-03-21,139.4,139.625,138.075,138.35,12059,72515,2016-03-21,57170.0,57220.0,56770.0,57080.0,27001.0,102261.0,2016-03-21,298.3,307.1,294.1,307.1,454.0,3653.0,2016-03-21,1.0352,1.0372,1.0313,1.0352,13321.0,39454.0,2016-03-21,1.4281,1.4613,1.4112,1.4589,25412,56154,2016-03-21,1.2465,1.2559,1.2201,1.2374,25978,50762,2016-03-21,1.893,1.908,1.808,1.828,126709,101870,2016-03-21,40.668,41.5,40.05,41.198,383968,439219,2016-03-21,1.4281,1.4613,1.4112,1.4589,25412,56154
791,2016-03-18,17.8,18.05,17.3,17.725,102152,187837,2016-03-18,162.84375,163.75,162.71875,163.21875,176111,496386,2016-03-18,120.1875,120.46875,120.1796875,120.421875,417872,2331743,2016-03-18,368.0,369.25,366.0,367.0,87737,636918,2016-03-18,10.6,10.605,10.415,10.45,307.0,10208.0,2016-03-18,33.41,33.7,33.22,33.42,37280,205140,2016-03-18,897.0,904.75,896.0,897.5,74029,341789,2016-03-18,463.0,464.25,457.5,463.0,38273,211824,2016-03-18,0.7611,0.7651,0.7565,0.757,70420.0,103733.0,2016-03-18,1.4484,1.4519,1.4415,1.448,64954,251325,2016-03-18,0.7704,0.7738,0.7668,0.7675,58528.0,89322.0,,,,,,,,2016-03-18,8997.5,9044.5,8970.0,8981.0,106964,146580,2016-03-18,140.75,140.95,139.3,139.825,13372,75888,2016-03-18,57280.0,57630.0,56930.0,57250.0,40992.0,99580.0,2016-03-18,300.8,303.6,293.0,297.1,403.0,3598.0,2016-03-18,1.038,1.0394,1.0329,1.0349,17819.0,40136.0,2016-03-18,1.4339,1.46,1.42,1.4273,28356,58202,2016-03-18,1.2541,1.2762,1.2365,1.2391,36525,52773,2016-03-18,1.933,1.957,1.881,1.907,115002,123064,2016-03-18,41.078,41.974,40.272,40.46,447317,362279,2016-03-18,1.4339,1.46,1.42,1.4273,28356,58202
792,2016-03-17,18.25,18.8,17.55,17.775,119333,190317,2016-03-17,162.09375,163.28125,161.71875,162.71875,242190,493937,2016-03-17,120.1484375,120.4921875,120.0703125,120.1875,639122,2349248,2016-03-17,368.25,372.0,366.5,368.5,185594,632327,2016-03-17,10.475,10.69,10.47,10.545,609.0,10105.0,2016-03-17,32.69,33.55,32.61,33.41,71561,194832,2016-03-17,895.0,904.5,893.5,897.75,139143,339488,2016-03-17,471.5,476.0,460.25,462.5,83935,207561,2016-03-17,0.753,0.7626,0.7503,0.7621,119698.0,104540.0,2016-03-17,1.4257,1.4507,1.4225,1.4483,135074,252604,2016-03-17,0.7626,0.7726,0.7614,0.7697,77483.0,88473.0,,,,,,,,2016-03-17,8896.5,9056.5,8874.0,8994.5,210160,139582,2016-03-17,141.25,141.9,140.6,141.15,12579,79406,2016-03-17,56300.0,57360.0,56300.0,57110.0,65972.0,98894.0,2016-03-17,301.8,304.2,297.1,300.3,705.0,3671.0,2016-03-17,1.0267,1.0399,1.0255,1.038,23798.0,40306.0,2016-03-17,1.4163,1.4399,1.4042,1.4383,33907,62646,2016-03-17,1.2295,1.258,1.2276,1.2545,31083,55027,2016-03-17,1.869,1.952,1.83,1.936,169573,138553,2016-03-17,39.178,40.9,39.082,40.784,349250,276186,2016-03-17,1.4163,1.4399,1.4042,1.4383,33907,62646
793,2016-03-16,19.05,19.53,18.15,18.275,128603,189406,2016-03-16,161.40625,162.21875,161.0625,161.5,244248,497477,2016-03-16,119.5625,120.1875,119.3515625,120.046875,825406,2337901,2016-03-16,367.75,368.5,366.0,368.25,95523,639438,2016-03-16,10.295,10.515,10.21,10.485,405.0,10182.0,2016-03-16,32.47,32.75,32.3,32.69,39021,193419,2016-03-16,891.5,894.75,886.0,894.5,81126,336063,2016-03-16,476.75,477.0,469.75,470.75,38411,208299,2016-03-16,0.743,0.753,0.7385,0.7499,105600.0,99862.0,2016-03-16,1.4157,1.4279,1.4058,1.4228,100426,252661,2016-03-16,0.7491,0.7638,0.7461,0.7601,78687.0,86010.0,,,,,,,,2016-03-16,8858.0,8925.0,8807.5,8890.5,134155,139773,2016-03-16,140.8,141.85,140.425,141.55,15260,83260,2016-03-16,55540.0,56450.0,55190.0,56070.0,54138.0,97443.0,2016-03-16,287.8,297.0,286.0,297.0,328.0,3605.0,2016-03-16,1.0171,1.0298,1.0127,1.025,20560.0,40202.0,2016-03-16,1.4096,1.4356,1.4024,1.4183,37293,67540,2016-03-16,1.1867,1.234,1.1779,1.2312,40323,56970,2016-03-16,1.849,1.879,1.82,1.868,110593,156912,2016-03-16,37.088,38.932,36.966,38.768,459955,226554,2016-03-16,1.4096,1.4356,1.4024,1.4183,37293,67540
794,2016-03-15,18.85,19.45,18.75,19.075,91294,176848,2016-03-15,161.53125,162.59375,161.21875,161.6875,173083,500096,2016-03-15,119.640625,119.859375,119.53125,119.578125,532744,2379043,2016-03-15,367.75,369.25,366.25,368.5,100363,650748,2016-03-15,10.445,10.49,10.295,10.37,264.0,10157.0,2016-03-15,32.36,32.73,32.2,32.49,56422,184372,2016-03-15,894.75,895.5,888.5,892.0,93583,334815,2016-03-15,478.5,479.25,473.0,477.25,38845,210273,2016-03-15,0.748,0.7498,0.7415,0.7419,80424.0,93706.0,2016-03-15,1.4305,1.4309,1.4142,1.416,73268,249977,2016-03-15,0.754,0.7541,0.7462,0.7491,55323.0,85909.0,,,,,,,,2016-03-15,8811.0,8902.0,8776.0,8865.0,128260,139326,2016-03-15,139.5,140.9,139.35,140.725,17379,84979,2016-03-15,55910.0,55970.0,55220.0,55470.0,35090.0,95852.0,2016-03-15,285.4,288.7,283.0,287.0,311.0,3583.0,2016-03-15,1.0165,1.0192,1.0145,1.017,10705.0,40068.0,2016-03-15,1.4302,1.4336,1.3839,1.4082,35182,74585,2016-03-15,1.2012,1.2036,1.1616,1.1777,33101,60322,2016-03-15,1.832,1.898,1.808,1.851,133115,171540,2016-03-15,37.37,37.4,35.96,36.34,431318,190101,2016-03-15,1.4302,1.4336,1.3839,1.4082,35182,74585
