,LIFFE_RS,CME_RBS,CME_RRS,ICE_RSS,CME_RUS,CME_SS,CME_SES,ICE_SFS,CME_SGS,CME_SIS,CME_SMS,CME_SSIS,LIFFE_TS,ICE_TS,CME_TCS,SGX_TFS,ICE_TFMS,CME_TIOS,CME_TRS,CME_TZ6S,CME_UAS,CME_UBS,CME_UNS,CME_UVS,CME_UXS,LIFFE_WS,CME_WS,CME_WCCS,SHFE_WRS,CME_WSS,ICE_YS,CME_YCS,CME_YKS,CME_YWS,CME_Z1S,SHFE_ZNS,CME_0DS,CME_0FS,CME_1NS,CME_1RS,SGX_3MFS,CME_5ZS,CME_71S,CME_7HS,CME_7QS,CME_8IS,CME_8ZS,CME_9FS,CME_ABYS,ICE_AFRS,SHFE_AGS,SHFE_ALS,ICE_ATWS,SHFE_AUS,ICE_BS,CME_B0S,CME_BBS,CME_BKS,CME_BOS,ICE_BPBS,CME_BZS,LIFFE_CS,CME_CS,ICE_CS,CME_C0S,CME_CBS,ICE_CCS,ICE_CERS,CME_CLS,CME_CPOS,CME_CSS,CME_CSCS,ICE_CTS,CME_CUS,SHFE_CUS,CME_CYS,CME_DAS,CME_DCS,CME_DKS,ICE_DPBS,ICE_DWS,CME_DYS,LIFFE_EBMS,LIFFE_ECOS,CME_EHS,CME_ENS,ICE_ERUS,CME_FCS,SGX_FEFS,EUREX_FEO1S,EUREX_FSMIS,ICE_GS,LIFFE_GS,CME_GCS,CME_GES,ICE_GERS,LIFFE_HS,CME_HGS,CME_HOS,CME_HOBS,CME_HPS,CME_JMS,ICE_KCS,CME_KSS,CME_KWS,LIFFE_LS,CME_LBS,CME_LCS,CME_LNS,CME_LYS,ICE_MS,CME_MBNS,CME_MES,CME_MEOS,CME_MFS,CME_MFFS,,LIFFE_RV,CME_RBV,CME_RRV,ICE_RSV,CME_RUV,CME_SV,CME_SEV,ICE_SFV,CME_SGV,CME_SIV,CME_SMV,CME_SSIV,LIFFE_TV,ICE_TV,CME_TCV,SGX_TFV,ICE_TFMV,CME_TIOV,CME_TRV,CME_TZ6V,CME_UAV,CME_UBV,CME_UNV,CME_UVV,CME_UXV,LIFFE_WV,CME_WV,CME_WCCV,SHFE_WRV,CME_WSV,ICE_YV,CME_YCV,CME_YKV,CME_YWV,CME_Z1V,SHFE_ZNV,CME_0DV,CME_0FV,CME_1NV,CME_1RV,SGX_3MFV,CME_5ZV,CME_71V,CME_7HV,CME_7QV,CME_8IV,CME_8ZV,CME_9FV,CME_ABYV,ICE_AFRV,SHFE_AGV,SHFE_ALV,ICE_ATWV,SHFE_AUV,ICE_BV,CME_B0V,CME_BBV,CME_BKV,CME_BOV,ICE_BPBV,CME_BZV,LIFFE_CV,CME_CV,ICE_CV,CME_C0V,CME_CBV,ICE_CCV,ICE_CERV,CME_CLV,CME_CPOV,CME_CSV,CME_CSCV,ICE_CTV,CME_CUV,SHFE_CUV,CME_CYV,CME_DAV,CME_DCV,CME_DKV,ICE_DPBV,ICE_DWV,CME_DYV,LIFFE_EBMV,LIFFE_ECOV,CME_EHV,CME_ENV,ICE_ERUV,CME_FCV,SGX_FEFV,EUREX_FEO1V,EUREX_FSMIV,ICE_GV,LIFFE_GV,CME_GCV,CME_GEV,ICE_GERV,LIFFE_HV,CME_HGV,CME_HOV,CME_HOBV,CME_HPV,CME_JMV,ICE_KCV,CME_KSV,CME_KWV,LIFFE_LV,CME_LBV,CME_LCV,CME_LNV,CME_LYV,ICE_MV,CME_MBNV,CME_MEV,CME_MEOV,CME_MFV,CME_MFFV
4/12/2019,126.89,2.037,10.46,456.3,15530,895.25,420.979,54,83.198,14.92,307.9,74,165.75,63.89,-0.238,126.9,15.853,93.79,-0.048,-0.285,430.58,70.84,556.706,408.528,25.85,330.3,464.5,-8.592,3705,63.89,40.26,361,895.25,464.5,595.138,22585,0,0,0,0.64476,363.54,-0.172,1.3257,682.539,1.29964,0.77057,-0.338,-0.146,0,0,0,13805,60.15,281.65,70.83,0.65649,71.55,-7.39,28.81,42.67,71.18,1815,362.75,53.46,0.23003,227.75,2424,0.24,63.89,529.75,63.61,1.644,76.49,1.3175,49460,70.94,15.92,69.976,15.83,43.9,281,38.875,188.5,360.75,1.335,-8.456,0.02,145.425,69.2,100.36,9419,633,103.56,0,0,0,113.35,2.946,2.0707,15.388,2.66,30.94,90.4,82.279,434.25,99.145,348.7,126.55,79.3,2.004,38.52,0.13976,-0.0899,678.114,65.8,69,0,179797,65034,748,10801,0,91118,0,0,0,0,64023,0,226,27776,0,1705,17355,0,0,0,0,0,0,0,0,0,0,0,5724,0,0,167,180,88,0,6920,6,0,0,0,0,0,0,0,0,0,0,0,0,0,32,119096,26,6,274758,0,0,0,28875,0,30165,5675,81349,0,0,5,6784,0,624197,0,173,41,21238,0,19260,0,66,0,2,5,0,2,14223,6790,221,0,5,1148,638,0,31175,69531,0,607,0,0,8,340,44330,0,297,0,33835,0,22031,57678,426,11051,1222,0,12430,0,0,0,0,0
4/11/2019,127.66,2.0309,10.285,456.2,15475,895.25,421.362,54,83.216,14.824,307.2,74,164.5,63.58,-0.235,127.7,15.995,93.6,-0.047,-0.276,429.524,70.43,555.047,409.736,25.85,330,460.5,-8.517,3705,63.58,40.26,360,895.25,460.5,594.975,22690,0,0,0,0.64976,363.57,-0.17,1.3297,680.162,1.31348,0.77447,-0.298,-0.154,0,0,0,13800,59.8,281.65,71.73,0.66102,70.83,-7.33,28.95,43.21,71.55,1835,361,53,0.23565,227.725,2388,0.24,63.58,528.5,63.42,1.642,78.11,1.3175,48980,70.53,15.91,69.7,15.77,43.9,281,38.875,189.25,359,1.33,-8.392,0.02,145.425,69.4,100.365,9440,632.75,103.66,0,0,0,113.61,2.886,2.0672,15.712,2.664,32.55,90.25,82.277,430.5,99.155,340.3,126,79.225,2.0174,39.14,0.14042,-0.0899,682.539,65.54,69.75,0,142451,82895,710,14827,0,69411,0,0,0,3,44906,0,186,35817,0,1552,20215,0,0,0,0,0,0,0,0,0,0,0,6950,0,0,83,229,240,0,6860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13460,0,0,283581,0,0,0,70931,0,38836,5794,238045,0,0,18,10807,0,748264,0,0,35,22789,190,26850,0,114,0,1,10,0,0,20995,7484,314,0,0,1129,5816,0,35262,80108,0,170,0,0,0,74,61470,0,462,0,62045,0,35288,61162,239,5550,2143,0,14585,0,0,0,0,0
4/10/2019,128.3,2.0692,10.235,456,15540,902,421.166,54,82.921,15.201,310.1,73.75,163.8,64.61,-0.237,128,15.73,92.6,-0.048,-0.269,430.034,70.96,561.622,407.494,25.85,327.2,458,-8.366,3705,64.61,40.26,361.75,902,458,596.463,22700,0,0,0,0.63086,363.61,-0.17,1.3235,684.161,1.28973,0.78027,-0.345,-0.15,0,0,0,13810,59.8,281.65,70.61,0.64423,71.73,-7.11,28.98,43.21,70.83,1809,360,54.48,0.22205,227.925,2443,0.24,64.61,532.75,64.05,1.645,76.98,1.32,49160,71.09,15.97,70.39,15.84,44.45,279,39.25,189.5,360.75,1.337,-8.17,0.02,145.175,69.22,100.35,9403,627,103.74,0,0,0,113.82,2.9225,2.0876,15.684,2.7,33.25,94.25,82.074,426.25,99.165,342.4,125.875,78.9,1.9896,38.12,0.13899,-0.0867,680.162,65.74,70,0,129770,91535,668,15123,0,85699,0,0,0,1,68560,0,298,40316,0,1791,22090,0,0,0,0,0,0,0,0,0,0,0,5026,0,0,153,310,58,0,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,8790,0,0,263419,0,0,0,45795,0,44408,5950,225075,20,0,0,13754,0,709006,12,30,39,19775,0,35280,0,107,0,4,15,0,2,19929,4865,252,0,0,754,3665,0,27576,24191,0,66,0,0,0,23,90834,0,0,0,28264,0,35576,40020,302,4219,2932,0,16325,0,0,0,0,0
4/9/2019,128.11,1.999,10.29,455.3,15390,898.75,425.732,53.22,82.532,15.168,309.1,74,163.1,63.98,-0.236,126.1,16.757,92.72,-0.05,-0.263,429.803,70.29,550.4,412.165,25.85,331.1,459.5,-8.229,3705,63.98,40.26,360,898.75,459.5,594.275,22785,0,0,0,0.62063,362.21,-0.172,1.3109,669.57,1.28783,0.75747,-0.338,-0.157,0,0,0,13755,59.05,283,71.1,0.63435,70.61,-7.04,29.07,44.19,71.73,1810,361.75,52.1,0.21893,227.7,2446,0.23,63.98,543.5,63.61,1.641,77.62,1.315,49360,70.34,15.95,69.656,15.84,43.55,280,39.25,189.25,361.5,1.327,-7.988,0.02,146.15,68.86,100.365,9417,622.25,103.72,0,0,0,113.78,2.9315,2.0449,15.235,2.699,33.52,93.65,81.661,427.5,99.165,340,125.9,78.525,1.9979,41.46,0.13899,-0.0832,684.161,65.23,70.45,0,165645,86249,950,8642,0,94241,0,0,0,18,55606,0,130,42557,0,1060,13740,0,0,0,0,0,0,0,0,0,0,0,4230,0,0,235,203,150,20,18160,12,0,0,0,0,0,0,0,0,0,0,0,0,23,32,16430,11,18,285833,0,0,0,68584,0,36558,9188,244708,12,0,5,24693,0,778460,0,150,70,27428,511,39270,0,236,25,7,30,0,1,12510,8901,187,0,0,732,3246,0,31499,36928,0,30,0,0,0,32,51559,0,169,0,47969,0,33814,64554,628,3281,2681,0,14125,0,0,0,0,25
4/8/2019,128.12,1.988,10.42,454.5,15405,898.75,421.541,53.32,82.707,15.173,309.2,73.75,163,64.4,-0.242,126.4,15.964,93.63,-0.048,-0.25,434.017,70.69,551.493,407.939,25.85,330.1,465.25,-8.234,3705,64.4,40.38,360,898.75,465.25,594.7,23190,0,0,0,0.60854,368,-0.171,1.3159,667.565,1.28563,0.74807,-0.338,-0.158,0,0,0,13790,58.7,283,70.34,0.61982,71.1,-6.73,29.04,43.02,70.61,1804,360,50.92,0.21974,227.7,2430,0.23,64.4,540.5,63.89,1.634,78.09,1.305,49350,70.69,15.86,70.093,15.86,44.36,277,39.25,189.5,362.5,1.308,-8.501,0.02,146.725,68.68,100.365,9384,625.75,103.73,0,0,0,113.78,2.9295,2.0571,15.253,2.708,33.04,92.95,81.842,431.5,99.165,345.5,125.8,78.6,1.9867,39.14,0.13899,-0.0796,669.57,66.03,71,0,108591,75769,643,9511,0,77163,0,0,0,1,48608,0,142,66141,0,1264,24325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,192,109,10,17730,5,0,0,0,0,0,0,0,0,0,0,0,0,30,260,21240,5,0,258809,0,0,0,59386,0,39327,10152,241396,20,0,0,22002,0,881722,0,375,65,23547,0,34590,0,77,0,0,30,0,0,12695,3612,155,0,0,919,2330,0,25985,40526,0,63,0,0,0,37,64363,0,1053,0,35230,0,25654,21841,381,11629,3335,0,22660,0,0,0,0,15
4/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2019,128.01,1.9687,10.515,457.4,15300,899,420.073,52.4,81.795,15.043,308,73.75,162.9,63.08,-0.246,126.2,16.633,91.81,-0.049,-0.261,429.316,69.93,550,405.773,25.75,324.8,467.75,-8.296,3705,63.08,40.47,362.5,899,467.75,594.363,23195,0,0,0,0.60664,374.3,-0.173,1.306,663.394,1.27196,0.73616,-0.361,-0.143,0,0,0,13775,56.25,282,69.4,0.61947,70.34,-6.8,28.88,43.3,71.1,1795,360,48.5,0.21703,228.3,2413,0.24,63.08,547.25,62.93,1.634,78.92,1.3075,49180,70.12,15.85,69.732,15.87,44.85,279,39.25,188.5,361.5,1.315,-8.726,0.02,0,0,0,9385,618,103.7,0,0,0,113.71,2.8925,2.0424,15.357,2.664,32.75,93.2,80.946,431.25,99.16,352.8,126.05,0,0,0,0.13899,-0.0818,667.565,65.18,70.5,0,151570,89934,603,5926,0,99366,0,0,0,0,64828,0,81,23794,0,1875,24155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,275,121,0,16540,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16690,7,24,268848,14,0,250,49957,5,35841,12561,247029,0,0,8,27530,0,681316,0,0,10,22955,1,29110,0,102,0,4,5,0,0,21034,4495,192,0,0,1183,12562,0,35012,25621,0,181,0,0,0,126,53975,0,92,0,35727,0,31343,37944,399,11757,6540,0,23485,0,0,0,18,30
4/4/2019,128.35,1.9399,10.55,458,15250,906.5,424.832,54.2,81.676,15.041,311.9,73.65,163.5,62.1,-0.257,124.4,14.807,92.53,-0.049,-0.28,427.345,69.14,542.854,409.473,25.75,326.6,470.75,-8.196,3705,62.1,40.23,365.25,906.5,470.75,594.063,22780,0,0,0,0.61402,381.2,-0.174,1.3076,656.564,1.27911,0.74277,-0.369,-0.143,0,0,0,13750,56.05,282,69.31,0.62405,69.4,-7.19,29.15,42.26,70.34,1810,362.5,49.06,0.21458,228.3,2415,0.23,62.1,545.75,62.14,1.633,78.25,1.295,49390,69.36,15.81,68.982,15.88,44.33,279,39.25,187.25,361.5,1.302,-8.319,0.02,146.15,68.96,100.365,9359,615.75,103.73,0,0,0,113.83,2.9085,2.0134,15.133,2.643,32.07,95.3,80.939,439.5,99.155,360.3,127.55,79.025,1.964,41.09,0.13613,-0.0819,663.394,64.4,69.65,0,135930,66029,1116,6373,0,88120,0,0,0,0,48820,0,102,31477,0,2723,22245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,295,178,10,22340,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,22270,13,0,321167,0,0,45,66312,0,37369,13880,150793,10,115,23,36259,0,681659,0,835,182,14211,1378,36290,0,543,0,0,25,0,8,13880,4995,231,0,0,2796,5422,0,23432,36513,0,269,0,0,0,32,49148,0,261,0,43593,0,30690,45245,237,12807,4492,0,12430,0,0,0,100,0
4/3/2019,128.47,1.9512,10.67,455.4,15300,898.75,422.912,54.14,81.249,15.059,311,73.65,163.75,62.46,-0.233,125,14.189,92.15,-0.05,-0.312,431.48,69.08,544.241,398.56,25.75,330.1,471,-8.2,3705,62.46,40.48,362.75,898.75,471,592.357,22915,0,0,0,0.66054,379.63,-0.163,1.3153,659.034,1.25339,0.75703,-0.389,-0.12,0,0,0,13740,54.8,280,69.37,0.6669,69.31,-7.22,29.2,39.61,69.4,1807,365.25,48.74,0.20964,228,2376,0.23,62.46,539.5,62.44,1.5383,77.32,1.295,49150,69.28,15.04,68.824,15.9,45.79,279,41.27,187,359.5,1.304,-8.363,0.02,146.325,68.62,100.365,9377,611,103.76,0,0,0,113.9,2.9465,2.0068,14.972,2.677,31.38,95.35,80.634,436.75,99.155,365.2,125.775,79.575,1.9574,35.83,0.13208,-0.0798,656.564,64.92,68.45,0,199069,88134,471,10320,0,101953,0,0,0,0,41982,0,45,36431,0,1162,20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,336,152,0,16970,0,0,0,0,10,0,0,0,0,0,0,0,0,43,20,18720,41,30,292993,0,0,0,41147,0,46429,12232,125262,20,0,0,27621,0,794766,0,291,0,15097,654,44060,0,0,0,0,8,0,25,13023,6441,5,0,0,1722,4194,0,30421,33532,0,172,0,0,0,180,48105,0,123,0,48271,0,21630,86685,357,8228,5732,0,12590,0,0,0,0,55
4/2/2019,129.33,1.9285,10.795,458.7,15290,900,422.912,53.9,81.022,15.018,310.6,73.6,164,62.58,-0.233,124.2,13.457,89.5,-0.053,-0.213,429.34,66.12,533.155,398.56,25.75,331.6,464,-8.206,3705,62.58,40.52,361.5,900,464,592.357,23010,0,0,0,0.66054,382.76,-0.163,1.3325,584.536,1.25339,0.78271,-0.397,-0.144,0,0,0,13780,56.4,280,69.01,0.6669,69.37,-6.84,28.8,37.89,69.31,1780,362.75,46.18,0.27036,227.4,2356,0.23,62.58,535,62.54,1.54,77.05,1.3,49120,69.33,15.06,66.934,15.9,44.6,280,41.025,185.75,357.5,1.31,-8.129,0.02,144.75,67.49,100.365,9300,613.75,103.86,0,0,0,114.24,2.904,2.0089,15,2.684,27.7,91.65,79.83,433.25,99.175,359.9,126.275,79.075,1.9413,33.98,0.12994,-0.0842,659.034,63.99,66.6,0,185229,63830,551,10032,0,55288,0,0,0,2,35060,0,58,45230,0,1386,10250,0,0,0,5,0,0,0,0,0,0,0,0,0,0,196,209,89,0,20312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,25220,24,0,310727,0,0,0,46514,0,44719,12321,106003,6,0,0,30282,0,788053,0,40,0,15110,0,39420,0,20,0,12,0,0,0,14017,2810,1,0,0,2241,1201,0,33117,38795,0,525,0,0,0,71,48276,0,52,0,22447,0,30381,60694,496,8020,4951,0,15860,0,0,0,0,0
4/1/2019,128.86,1.8989,10.86,456.6,15305,895.5,422.912,53.3,81.022,15.051,309.4,74.25,163.8,61.59,-0.229,123.3,13.844,85.7,-0.053,-0.213,430.127,66.12,533.155,398.56,25.75,332.5,462.75,-9.4,3705,61.59,40.66,361.75,895.5,462.75,592.357,22655,0,0,0,0.66051,380.81,-0.165,1.342,584.536,1.25298,0.83792,-0.414,-0.134,0,0,0,13655,58.75,281.7,67.58,0.66714,67.82,-6.79,28.96,37.6,69.37,1770,361.5,43.86,0.27036,227.7,2327,0.23,61.59,527.75,61.62,1.541,77.27,1.3589,49200,66.99,15.06,66.934,15.9,44.98,279,41.025,186,357.75,1.328,-7.084,0.02,144.85,66.76,100.365,9228,606.75,103.81,0,0,0,114.07,2.9205,1.9881,16.616,2.708,26.25,92.1,79.83,434.5,99.155,365.7,126.175,78.95,1.9413,32.15,0.14881,-0.0842,584.536,63.99,75.44,0,145788,61527,334,7089,0,62949,0,0,0,36,33647,0,34,36477,0,1017,6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,481,105,0,21118,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,25450,41,6,316959,0,0,0,54197,0,0,9880,212852,0,0,1,27167,0,664456,0,865,1,17500,0,34578,0,1,0,0,0,0,0,14471,3079,16,0,0,1784,1337,0,24461,43554,0,675,0,0,0,95,45546,0,185,0,40736,0,24540,48928,381,6726,6396,0,12205,0,0,0,0,0
3/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/29/2019,129.37,1.8956,10.85,455.3,15190,884.25,422.907,53.22,81.022,15.06,306.5,73.25,163.5,60.14,-0.211,123.1,14.213,85.7,-0.041,-0.181,430.127,66.12,533.155,398.413,25.75,335.4,457.75,-9.3,3705,60.14,41.02,356.5,884.25,457.75,592.357,22595,0,0,0,0.6606,390.09,-0.164,1.3655,584.536,1.25339,0.83795,-0.335,-0.136,0,0,0,13645,61.95,285.85,67.82,0.66691,67.82,-8.82,28.57,38.1,68.35,1749,361.75,43.64,0.27021,227.7,2280,0.23,60.14,522.25,58.17,1.54,77.36,1.3589,48540,66.99,15.06,66.934,15.9,43.3,280,41.025,186.5,358.25,1.338,-7.084,0.02,145.45,66.63,100.365,9193,605.25,103.85,0,0,0,114.21,2.936,1.9734,16.616,2.662,26.25,94.5,79.83,430,99.16,360.2,125.7,77.4,1.9414,33.34,0.14881,-0.0841,584.536,63.98,75.44,0,208374,3217,570,6720,0,104916,0,0,0,55,57247,0,69,23407,0,1436,9345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,423,173,0,26882,0,0,0,0,10,0,0,0,0,0,0,0,0,31,106,20674,20,162,128980,0,0,0,49144,0,1132,8058,408672,0,0,0,18351,0,694000,0,98,17,20251,0,29150,0,75,0,0,5,0,0,15337,3388,3,0,0,0,1169,0,38259,42350,0,1265,0,0,0,191,4083,0,943,0,21783,0,32679,107702,620,7934,8920,0,6620,0,0,0,0,0
3/28/2019,129.28,1.8799,10.905,455.2,15360,889.5,423.112,53.48,80.984,14.921,306.5,72.35,164.1,59.3,-0.231,123.4,14.403,85.64,-0.041,-0.197,430.193,66.14,532.896,398.574,25.75,335.2,464.5,-9.3,3705,59.3,41.42,374,889.5,464.5,593.213,22400,0,0,0,0.66128,375.63,-0.161,1.3671,583.533,1.2556,0.83833,-0.375,-0.139,0,0,0,13595,70.45,286.85,67.83,0.66732,67.82,-8.82,28.36,38.95,68.39,1728,356.5,42.88,0.27036,227.7,2257,0.23,59.3,522.5,58.13,1.541,77.61,1.36,48240,66.97,15.06,66.894,15.9,40.96,280,41.025,188,360,1.345,-7.084,0.02,141.74,66.5,100.36,9214,600,103.81,0,0,0,114.07,2.8685,1.972,16.635,2.712,26.63,94,79.795,438.75,99.15,374.9,126.525,77.375,1.9413,34.61,0.14881,-0.0841,584.536,63.94,75.45,0,170976,16830,616,13583,0,80723,0,0,0,23,36881,0,58,32824,0,862,10445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,236,133,0,24204,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,24852,45,36,142052,0,0,0,38961,0,11771,7057,86130,18,0,0,15390,0,708611,0,15,87,16420,0,39656,0,81,0,0,5,0,0,22216,2845,14,0,0,380,2808,0,31668,46873,1,87657,0,0,0,263,16113,0,2,0,24204,0,14495,51486,542,7628,8677,0,7265,0,0,0,0,0
3/27/2019,129.34,1.8955,11.145,451.4,15395,887.5,422.822,53.22,81.056,15.239,304.4,72.05,164.25,59.41,-0.231,123.5,14.994,68.83,-0.048,-0.206,430.349,66.1,533.807,398.293,25.75,338,469.5,-9.15,3705,59.41,41.31,373.75,887.5,469.5,593.286,22155,0,0,0,0.66211,385.75,-0.159,1.3665,584.239,1.25735,0.83944,-0.373,-0.144,0,0,0,13605,70.6,287.25,67.97,0.66821,67.83,-8.84,28.63,40.09,67.82,1710,374,44.32,0.27015,228,2248,0.23,59.41,523,58.14,1.542,75.87,1.36,48270,66.97,15.08,66.923,15.71,38.95,279,41,189.5,359,1.38,-7.09,0.02,141.975,66.62,100.36,9120,608.25,103.8,0,0,0,114.03,2.858,1.9806,16.662,2.719,28.42,93.85,79.882,444.5,99.15,366.6,126.25,78.875,1.9422,35.28,0.14893,-0.0844,583.533,63.95,77.15,0,221141,24345,682,7526,0,61479,0,0,0,343,39583,0,224,42916,0,746,24405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,424,185,0,25582,4,0,0,0,0,0,0,0,0,0,0,0,0,0,210,22276,0,36,192640,0,0,0,64161,0,26486,9042,111351,0,0,2,17042,0,729354,0,40,185,16598,11,43188,0,339,0,8,6,0,0,23041,5195,48,0,0,621,5035,0,34275,32962,0,0,0,0,0,280,16299,0,1827,0,31136,0,22740,61496,187,13271,8610,0,8785,0,0,0,0,0
3/26/2019,125.77,1.9557,11.26,451.7,15485,900.75,421.95,53.5,81.054,15.371,311,71.48,164.45,59.94,-0.228,0,14.384,85.8,-0.042,-0.203,430.175,66.19,534.798,397.321,25.75,341.8,469.25,-9.05,3705,59.94,41.58,377.25,900.75,469.25,593.128,21930,0,0,0,0.66033,394.38,-0.154,1.3718,584.966,1.26521,0.83952,-0.377,-0.143,0,0,0,13630,70.7,285.5,67.21,0.66655,67.97,-8.83,28.82,39.4,67.83,1691,373.75,43.5,0.27003,228.25,2237,0.23,59.94,523,58.21,1.542,76.95,1.36,48140,67,15.06,66.966,15.76,38.71,279,41,189.5,357.75,1.373,-6.995,0.02,142.125,65.9,100.36,9137,608.75,103.35,0,0,0,114.85,2.8505,1.9899,16.693,2.74,31.88,95.35,79.891,443.25,99.15,369.2,126.9,81.325,1.9434,37.47,0.1494,-0.0843,584.239,63.89,77.3,0,350,25406,886,6105,0,94180,0,0,0,0,74228,0,212,41719,0,0,15070,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,293,203,209,0,42214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20410,0,48,207379,0,0,60,47723,0,33957,6700,150035,18,0,29,25255,0,679044,0,45,97,14609,0,90592,0,81,0,2,7,0,0,13989,2261,178,0,0,892,9629,0,44279,36267,0,1,0,0,0,445,18865,0,1623,0,25122,0,23600,73479,289,8026,8569,0,8355,0,0,0,0,0
