Date,Open,High,Low,Close,Volume,CME_RB1_FWpo
11/28/2018,1.43206,1.44228,1.38426,1.3901,39052,73821
11/27/2018,1.43642,1.45246,1.3955,1.41744,36049,58854
11/26/2018,1.3917,1.4626,1.389,1.4426,23814,43927
11/23/2018,1.5019,1.5097,1.3838,1.3913,21709,49527
11/21/2018,1.4967,1.5425,1.4959,1.5107,27153,56922
11/20/2018,1.5801,1.586,1.478,1.4959,33428,63594
11/19/2018,1.5778,1.5934,1.5419,1.5829,45596,69046
11/16/2018,1.5555,1.6104,1.5513,1.577,52376,77196
11/15/2018,1.5476,1.5837,1.5445,1.5566,51312,84411
11/14/2018,1.5393,1.5878,1.5297,1.5606,61785,91875
11/13/2018,1.6166,1.6299,1.524,1.5427,69467,99429
11/12/2018,1.635,1.6617,1.6114,1.6367,62962,107959
11/9/2018,1.6483,1.6514,1.5984,1.6214,68891,118295
11/8/2018,1.6473,1.6706,1.6343,1.6443,72807,122606
11/7/2018,1.6779,1.7049,1.6382,1.6474,71833,127860
11/6/2018,1.6819,1.7014,1.661,1.694,62965,128155
11/5/2018,1.7085,1.722,1.6774,1.6919,56046,132811
11/2/2018,1.7117,1.7298,1.6959,1.7083,58104,138292
11/1/2018,1.7445,1.7574,1.6889,1.7165,81716,141499
10/31/2018,1.80736,1.83288,1.74586,1.75472,64390,113096
10/30/2018,1.80698,1.82658,1.78874,1.80374,47114,87369
10/29/2018,1.81014,1.83676,1.7934,1.8233,32857,67946
10/26/2018,1.80528,1.8218,1.76648,1.8144,37347,52856
10/25/2018,1.7996,1.8295,1.7946,1.8129,29386,38830
10/24/2018,1.8294,1.862,1.797,1.8223,28325,49018
10/23/2018,1.9096,1.9139,1.8235,1.8368,29973,56259
10/22/2018,1.9151,1.9237,1.8783,1.9067,38548,63771
10/19/2018,1.8911,1.9354,1.8896,1.9139,30091,67537
10/18/2018,1.9253,1.9264,1.8803,1.8911,41198,69693
10/17/2018,1.9854,1.9931,1.912,1.9187,53614,72674
10/16/2018,1.9408,1.9915,1.9296,1.9773,56059,78176
10/15/2018,1.9508,1.9681,1.914,1.9443,47022,82916
10/12/2018,1.934,1.9814,1.9081,1.942,67712,91941
10/11/2018,1.998,2.0014,1.9236,1.9327,77027,104008
10/10/2018,2.07,2.0844,1.9904,2.0204,81775,118870
10/9/2018,2.0841,2.0998,2.0584,2.0774,88142,132227
10/8/2018,2.0876,2.0974,2.0484,2.0937,91167,144658
10/5/2018,2.1105,2.1167,2.0801,2.0861,71799,157837
10/4/2018,2.1354,2.136,2.0825,2.1004,58885,164482
10/3/2018,2.1273,2.15,2.0973,2.1378,66460,170283
10/2/2018,2.1335,2.1373,2.1171,2.1269,60888,174947
10/1/2018,2.0908,2.1384,2.0791,2.1275,65199,178840
9/28/2018,2.07416,2.10952,2.06632,2.0888,67400,144275
9/27/2018,2.062,2.07828,2.05058,2.0743,46062,112155
9/26/2018,2.05474,2.06666,2.04388,2.05358,41629,85404
9/25/2018,2.0576,2.07262,2.05346,2.06526,40025,65459
9/24/2018,2.021,2.0653,2.0193,2.0547,29028,46547
9/21/2018,2.0163,2.0524,2.0063,2.0171,32462,52064
9/20/2018,2.023,2.0354,2.0071,2.0146,22054,55410
9/19/2018,2.005,2.0255,1.9978,2.0207,26494,62304
9/18/2018,1.9736,2.0252,1.9643,2.0049,35027,69847
9/17/2018,1.9699,2.0052,1.9699,1.9768,64148,75635
9/14/2018,1.9987,2.0016,1.9604,1.9702,82093,94052
9/13/2018,2.0355,2.0362,1.98,1.9929,69783,100656
9/12/2018,2.0197,2.0424,2.0121,2.0348,75202,110853
9/11/2018,1.9595,2.0245,1.9595,2.0142,87541,118460
9/10/2018,1.9749,1.9998,1.9564,1.9592,76332,132213
9/7/2018,1.9555,1.978,1.9349,1.97,87895,134719
9/6/2018,1.9626,1.9845,1.926,1.951,81622,138030
9/5/2018,1.9918,1.9963,1.955,1.9648,85742,147878
9/4/2018,1.9963,2.0626,1.9798,1.9942,117002,157753
8/31/2018,2.0335,2.04862,2.01328,2.02634,62221,126218
8/30/2018,2.04624,2.07076,2.0434,2.0628,53052,100488
8/29/2018,2.03538,2.07348,2.02458,2.06352,42801,75681
8/28/2018,2.06764,2.0809,2.05032,2.05798,37894,59867
8/27/2018,2.0735,2.0955,2.0693,2.0896,18072,43958
8/24/2018,2.0624,2.0888,2.0598,2.0779,25590,52094
8/23/2018,2.0694,2.0715,2.0456,2.0592,23419,56680
8/22/2018,2.0222,2.0747,2.0211,2.068,37723,59107
8/21/2018,2.0108,2.0386,2.0108,2.0179,34359,63135
8/20/2018,1.9805,2.0216,1.9724,2.0151,57588,67572
8/17/2018,1.9872,2.0085,1.9747,1.9809,56848,78888
8/16/2018,1.991,2.0044,1.9671,1.9874,66650,86949
8/15/2018,2.0259,2.0426,1.9856,1.9974,69708,95621
8/14/2018,2.0275,2.0689,2.0244,2.0341,71181,98748
8/13/2018,2.0411,2.0449,1.98,2.0147,73927,102098
8/10/2018,2.0015,2.0515,1.9934,2.0392,83297,110200
8/9/2018,2.018,2.0224,1.9945,1.9999,89473,122948
8/8/2018,2.0935,2.0985,2.0067,2.0195,118271,139865
8/7/2018,2.0641,2.1056,2.0596,2.104,73186,145066
8/6/2018,2.0664,2.0847,2.0523,2.0651,73212,155167
8/3/2018,2.0631,2.0906,2.0547,2.0655,80097,159292
8/2/2018,2.0461,2.0837,2.0226,2.0681,80044,163657
8/1/2018,2.0773,2.0807,2.038,2.0451,75369,166998
7/31/2018,2.12232,2.12542,2.07364,2.09022,69060,130163
7/30/2018,2.13748,2.1486,2.12554,2.13204,51083,98293
7/27/2018,2.14148,2.1656,2.1356,2.14226,42510,72665
7/26/2018,2.11348,2.15822,2.1122,2.15316,47083,54414
7/25/2018,2.1094,2.1277,2.092,2.1231,24531,37312
7/24/2018,2.091,2.1239,2.0856,2.0956,38817,43989
7/23/2018,2.065,2.1043,2.0556,2.0914,29448,49548
7/20/2018,2.0491,2.0808,2.0435,2.069,30441,54726
7/19/2018,2.0497,2.058,2.0172,2.0435,28896,59131
7/18/2018,2.0135,2.0571,2.0039,2.0444,45166,65915
7/17/2018,2.006,2.0283,1.9982,2.0261,55809,74401
7/16/2018,2.0955,2.1065,2.0003,2.0022,62623,86136
7/13/2018,2.0721,2.1181,2.0475,2.1067,70029,96296
7/12/2018,2.062,2.0888,2.0438,2.0717,60900,105251
7/11/2018,2.1695,2.1695,2.0521,2.0614,68766,110386
7/10/2018,2.152,2.1749,2.1469,2.1603,55723,116594
7/9/2018,2.1075,2.1555,2.1066,2.1485,57327,119110
7/6/2018,2.1355,2.1355,2.0952,2.1085,67024,129483
7/5/2018,2.1198,2.1508,2.1131,2.1293,71564,132207
7/3/2018,2.1043,2.135,2.0907,2.1176,52708,133753
7/2/2018,2.1468,2.1468,2.1023,2.1048,48485,136173
6/29/2018,2.11102,2.16412,2.0978,2.15678,54957,110359
6/28/2018,2.10622,2.136,2.10504,2.11646,46884,87310
6/27/2018,2.08056,2.13018,2.06916,2.12428,48553,68790
6/26/2018,2.04838,2.0841,2.02538,2.07102,34818,56116
6/25/2018,2.0652,2.0672,2.0385,2.0515,26920,46134
6/22/2018,2.0175,2.0732,2.0133,2.0705,34572,54402
6/21/2018,2.018,2.0262,1.9975,2.0123,34814,62032
6/20/2018,2.0292,2.0506,2.0034,2.0235,40633,71375
6/19/2018,2.0524,2.0531,2.0249,2.0379,51452,77962
6/18/2018,2.0151,2.06,2.0055,2.0546,46740,83133
