Date,Open,High,Low,Close,Volume,CME_RB1_FWpo
3/20/2017,1.598,1.6248,1.581,1.6113,37549,54240
3/17/2017,1.5919,1.6094,1.586,1.5989,38681,60223
3/16/2017,1.5895,1.61,1.579,1.5942,43466,62421
3/15/2017,1.6029,1.6108,1.5781,1.5834,59279,66731
3/14/2017,1.5802,1.603,1.5623,1.5835,61420,71669
3/13/2017,1.5946,1.5947,1.5742,1.5807,55336,76239
3/10/2017,1.625,1.6429,1.5905,1.6001,63618,84492
3/9/2017,1.6471,1.667,1.6067,1.6243,93893,94312
3/8/2017,1.6998,1.7072,1.6435,1.6526,102986,106434
3/7/2017,1.6796,1.7043,1.6748,1.6798,66219,109094
3/6/2017,1.6544,1.6845,1.6361,1.6723,55794,111561
3/3/2017,1.6424,1.6591,1.639,1.6531,59961,116787
3/2/2017,1.665,1.673,1.6266,1.6433,83845,118210
3/1/2017,1.7101,1.7257,1.665,1.678,70748,117809
2/28/2017,1.69906,1.70078,1.6386,1.68592,84777,94131
2/27/2017,1.64586,1.67346,1.64378,1.6581,42165,76361
2/24/2017,1.61238,1.61416,1.58478,1.60348,36202,61613
2/23/2017,1.56612,1.60188,1.55988,1.5724,43112,54498
2/22/2017,1.4965,1.5236,1.4838,1.5133,27620,48340
2/21/2017,1.5152,1.533,1.4875,1.494,38326,54919
2/17/2017,1.523,1.525,1.4857,1.5166,45534,60459
2/16/2017,1.5488,1.557,1.5106,1.5247,45376,64655
2/15/2017,1.5424,1.5603,1.5348,1.5479,46203,69538
2/14/2017,1.545,1.5759,1.5339,1.5467,58466,77623
2/13/2017,1.5895,1.6031,1.5399,1.5446,66571,87032
2/10/2017,1.5703,1.6134,1.569,1.5896,68797,97541
2/9/2017,1.551,1.5811,1.5471,1.5702,90480,112099
2/8/2017,1.472,1.5594,1.465,1.5527,116847,122471
2/7/2017,1.5139,1.5162,1.4716,1.4875,77303,132019
2/6/2017,1.555,1.5708,1.5051,1.5103,77493,140461
2/3/2017,1.536,1.5643,1.5192,1.5537,69069,144723
2/2/2017,1.5799,1.5919,1.5305,1.5329,68880,148871
2/1/2017,1.5565,1.5858,1.5457,1.5791,81583,156678
1/31/2017,1.52426,1.57338,1.52144,1.5452,52810,126872
1/30/2017,1.5372,1.54218,1.51392,1.52206,41097,101852
1/27/2017,1.54444,1.55936,1.52702,1.53698,34879,77407
1/26/2017,1.53702,1.55706,1.50982,1.54802,29778,51164
1/25/2017,1.5598,1.5643,1.5156,1.5238,25315,32321
1/24/2017,1.5747,1.5931,1.556,1.5759,34453,42229
1/23/2017,1.5645,1.5768,1.5414,1.5667,24647,47542
1/20/2017,1.5455,1.5795,1.5354,1.566,30917,51163
1/19/2017,1.5416,1.5578,1.5263,1.5345,32019,57093
1/18/2017,1.6026,1.613,1.54,1.5487,52839,62707
1/17/2017,1.6087,1.6624,1.599,1.6004,65332,71683
1/13/2017,1.6158,1.6214,1.598,1.6117,50793,76541
1/12/2017,1.5958,1.6337,1.5925,1.6108,57633,85627
1/11/2017,1.5574,1.616,1.5494,1.5929,70488,91900
1/10/2017,1.5698,1.5891,1.541,1.5467,60624,104521
1/9/2017,1.6297,1.6337,1.5667,1.5707,67375,118452
1/6/2017,1.6391,1.6583,1.6239,1.634,63386,130613
1/5/2017,1.6403,1.6561,1.612,1.6377,50635,133917
1/4/2017,1.6322,1.648,1.6185,1.6459,41501,136211
1/3/2017,1.674,1.7095,1.6169,1.6218,64025,139159
12/30/2016,1.67734,1.6802,1.65968,1.66974,33639,109876
12/29/2016,1.67772,1.70332,1.66532,1.68068,40005,83076
12/28/2016,1.65538,1.6857,1.65108,1.67504,31435,63268
12/27/2016,1.62238,1.67554,1.62042,1.65458,33187,47832
12/23/2016,1.5993,1.6323,1.5745,1.6262,21075,32242
12/22/2016,1.6005,1.6062,1.578,1.604,24090,39010
12/21/2016,1.6044,1.6133,1.5906,1.6055,27697,45110
12/20/2016,1.566,1.6029,1.5581,1.5936,25158,48280
12/19/2016,1.5601,1.5698,1.5517,1.5639,29010,57155
12/16/2016,1.5436,1.5705,1.5279,1.5571,43327,68267
12/15/2016,1.533,1.5517,1.5116,1.5421,45573,74730
12/14/2016,1.5305,1.5613,1.5175,1.5331,44210,80115
12/13/2016,1.5387,1.5711,1.5261,1.5507,62017,89164
12/12/2016,1.5257,1.591,1.5257,1.543,54799,100078
12/9/2016,1.5055,1.5207,1.4988,1.5073,45271,108589
12/8/2016,1.5086,1.5149,1.484,1.5047,52985,119486
12/7/2016,1.5428,1.55,1.503,1.5082,58553,133385
12/6/2016,1.5491,1.5608,1.5291,1.5359,44693,138176
12/5/2016,1.5581,1.5789,1.5405,1.5575,43612,144284
12/2/2016,1.5524,1.5693,1.5152,1.5591,50955,147669
12/1/2016,1.4761,1.5732,1.4732,1.547,71956,151365
11/30/2016,1.37712,1.49928,1.37416,1.48416,55964,122282
11/29/2016,1.41348,1.41402,1.36328,1.37716,42213,96426
11/28/2016,1.37018,1.427,1.35252,1.41346,31118,73876
11/25/2016,1.4237,1.4398,1.36758,1.37338,16288,52151
11/23/2016,1.4031,1.431,1.3938,1.4217,29439,41420
11/22/2016,1.3995,1.4304,1.3882,1.4098,29286,49444
11/21/2016,1.3455,1.4141,1.341,1.3965,28487,55703
11/18/2016,1.3394,1.3487,1.3205,1.3391,27249,61193
11/17/2016,1.3141,1.3572,1.3121,1.343,42883,66016
11/16/2016,1.334,1.3488,1.3105,1.3191,49806,70876
11/15/2016,1.2834,1.3428,1.2811,1.335,48350,76731
11/14/2016,1.3009,1.3057,1.2681,1.2778,47020,82188
11/11/2016,1.3369,1.35,1.2961,1.3053,59339,87305
11/10/2016,1.3598,1.3756,1.3323,1.3377,60416,96462
11/9/2016,1.37,1.3832,1.3333,1.3572,62924,105662
11/8/2016,1.37,1.3779,1.3512,1.3692,66808,114346
11/7/2016,1.41,1.4148,1.3561,1.371,65736,125676
11/4/2016,1.4206,1.4227,1.3676,1.3786,78198,129779
11/3/2016,1.4496,1.4667,1.4144,1.4245,62200,130072
11/2/2016,1.4837,1.4864,1.4318,1.4479,80008,133018
11/1/2016,1.44,1.6351,1.44,1.4841,173753,146173
10/31/2016,1.45508,1.46144,1.41456,1.4255,66443,119670
10/28/2016,1.47986,1.49162,1.45036,1.46058,48253,95027
10/27/2016,1.48426,1.4943,1.46702,1.48334,42252,75366
10/26/2016,1.4791,1.4934,1.45772,1.48072,36812,58208
10/25/2016,1.5001,1.5185,1.4779,1.5005,27154,45571
10/24/2016,1.5329,1.5348,1.4849,1.5038,29116,51554
10/21/2016,1.4962,1.537,1.4898,1.5314,40436,56742
10/20/2016,1.5136,1.5155,1.4755,1.4937,33734,62764
10/19/2016,1.5018,1.5191,1.499,1.5136,40775,70149
10/18/2016,1.5001,1.5185,1.4925,1.5057,35463,75288
10/17/2016,1.4995,1.5072,1.4768,1.4924,52098,82493
10/14/2016,1.48,1.5001,1.4699,1.4936,48037,85732
10/13/2016,1.46,1.4844,1.448,1.4818,63209,92115
10/12/2016,1.4899,1.491,1.4534,1.4619,50734,101403
10/11/2016,1.4892,1.5074,1.4708,1.4829,57683,110349
10/10/2016,1.478,1.5107,1.465,1.4972,54371,119280
10/7/2016,1.504,1.5062,1.4701,1.4818,65377,127182
10/6/2016,1.4854,1.5035,1.4672,1.4978,46049,128190
10/5/2016,1.5016,1.5163,1.4815,1.4928,65021,132475
10/4/2016,1.472,1.5063,1.4621,1.4996,62548,133163
10/3/2016,1.459,1.4755,1.4421,1.4705,45512,135089
9/30/2016,1.44928,1.47124,1.42172,1.46796,48062,109038
9/29/2016,1.45394,1.4672,1.42868,1.45198,49891,89075
9/28/2016,1.39484,1.4707,1.37904,1.46202,61487,67099
9/27/2016,1.395,1.40632,1.36182,1.38748,39847,51149
9/26/2016,1.379,1.4205,1.3702,1.4024,24422,38955
9/23/2016,1.3932,1.4145,1.3635,1.3769,34179,45381
9/22/2016,1.4021,1.418,1.3879,1.4018,35863,56952
9/21/2016,1.3791,1.4061,1.375,1.399,39501,59293
9/20/2016,1.4164,1.4216,1.3392,1.3646,57145,64909
9/19/2016,1.47,1.4779,1.4159,1.4208,59067,60632
9/16/2016,1.42,1.4788,1.4183,1.4616,100907,68558
9/15/2016,1.3652,1.4433,1.361,1.4302,88596,75730
9/14/2016,1.3777,1.3875,1.3374,1.3615,79132,80645
9/13/2016,1.3867,1.4128,1.3573,1.3765,86554,88457
9/12/2016,1.3593,1.4013,1.3507,1.3899,77078,104029
9/9/2016,1.4033,1.4056,1.3562,1.3611,65107,113812
9/8/2016,1.3623,1.4227,1.3597,1.4165,72095,120183
9/7/2016,1.3146,1.3626,1.313,1.3464,61599,124470
9/6/2016,1.2892,1.3621,1.2855,1.3164,66835,127025
9/2/2016,1.281,1.3085,1.276,1.3016,54539,129088
9/1/2016,1.3375,1.3442,1.2668,1.2724,59031,130292
8/31/2016,1.38518,1.38802,1.33678,1.34916,52615,105664
8/30/2016,1.42632,1.43336,1.39044,1.40402,41955,84082
8/29/2016,1.47038,1.4715,1.43336,1.43846,41615,63822
8/26/2016,1.49246,1.50924,1.47438,1.49592,32597,48213
8/25/2016,1.4944,1.5165,1.473,1.5114,25573,33420
8/24/2016,1.4894,1.5233,1.4791,1.5096,35524,41052
8/23/2016,1.4803,1.506,1.4546,1.4988,28094,42166
8/22/2016,1.5087,1.5087,1.4679,1.4842,29353,48984
8/19/2016,1.4905,1.5158,1.4714,1.5129,42466,54747
8/18/2016,1.4515,1.4923,1.4428,1.4897,42467,58735
8/17/2016,1.4053,1.4556,1.39,1.4505,66229,69565
8/16/2016,1.395,1.4267,1.388,1.4226,57604,79414
8/15/2016,1.3759,1.404,1.3541,1.4007,49202,84834
8/12/2016,1.3571,1.3791,1.3411,1.3709,55820,93019
8/11/2016,1.2977,1.3668,1.2817,1.3617,74755,98634
8/10/2016,1.3576,1.3656,1.2956,1.3014,85479,101815
8/9/2016,1.359,1.3649,1.3374,1.3462,64504,108026
8/8/2016,1.3725,1.3965,1.3549,1.362,76070,118533
8/5/2016,1.367,1.3797,1.3504,1.3763,64575,126963
8/4/2016,1.3535,1.3699,1.3111,1.368,66802,128568
8/3/2016,1.3103,1.3534,1.2967,1.3499,68273,132719
8/2/2016,1.3127,1.3481,1.2954,1.3116,59860,141744
8/1/2016,1.3135,1.3389,1.2869,1.3036,54123,141652
7/29/2016,1.29938,1.32348,1.27328,1.31972,49274,111047
7/28/2016,1.32146,1.33912,1.29774,1.30314,47877,85168
7/27/2016,1.34018,1.35916,1.3019,1.31972,40912,63328
7/26/2016,1.33188,1.34814,1.30934,1.34488,38221,48408
7/25/2016,1.358,1.3615,1.3291,1.3336,24681,34672
7/22/2016,1.3497,1.3675,1.3383,1.3615,31582,42578
7/21/2016,1.3599,1.3789,1.3497,1.355,19561,47494
7/20/2016,1.3752,1.3811,1.3381,1.3637,29344,51776
7/19/2016,1.3883,1.3977,1.3715,1.3757,26425,58084
7/18/2016,1.4188,1.43,1.3836,1.3872,29304,62327
7/15/2016,1.404,1.4425,1.3944,1.422,41869,69860
7/14/2016,1.386,1.4184,1.3802,1.414,39212,74779
7/13/2016,1.4138,1.4168,1.3672,1.3784,46943,81700
7/12/2016,1.3814,1.4406,1.3768,1.4301,47406,86586
7/11/2016,1.3664,1.4014,1.3509,1.3835,55102,95609
7/8/2016,1.3677,1.3884,1.3523,1.3708,56897,103653
7/7/2016,1.4571,1.4683,1.3533,1.3631,66656,109166
7/6/2016,1.4275,1.46,1.3807,1.4329,68254,113510
7/5/2016,1.5176,1.5249,1.4157,1.4287,59906,118778
7/1/2016,1.5025,1.5253,1.4658,1.5135,59557,119697
6/30/2016,1.53282,1.53814,1.4932,1.50132,43425,97557
6/29/2016,1.51298,1.54062,1.50888,1.5329,55748,77855
6/28/2016,1.49098,1.5242,1.48552,1.51396,32706,59797
6/27/2016,1.53462,1.54032,1.47034,1.47864,28943,45921
6/24/2016,1.607,1.61,1.5169,1.525,32451,34775
6/23/2016,1.583,1.61,1.5799,1.6035,22846,39749
6/22/2016,1.6015,1.6131,1.5727,1.5882,36082,48038
6/21/2016,1.5699,1.6029,1.5484,1.5929,27116,55485
6/20/2016,1.5126,1.5849,1.509,1.5827,49566,64321
6/17/2016,1.4628,1.5174,1.4609,1.5053,41500,71518
6/16/2016,1.4957,1.5066,1.4589,1.4653,45788,75199
6/15/2016,1.4901,1.5203,1.4738,1.5014,59324,79392
6/14/2016,1.5263,1.5324,1.4896,1.5213,43241,85238
6/13/2016,1.5535,1.5574,1.5188,1.5362,62701,96477
6/10/2016,1.6147,1.6224,1.5522,1.5596,70263,102077
6/9/2016,1.629,1.6342,1.5901,1.6186,58283,107172
6/8/2016,1.5903,1.6317,1.5682,1.6198,78351,112291
6/7/2016,1.5906,1.6128,1.5767,1.5871,63261,118729
6/6/2016,1.6127,1.6264,1.5827,1.5887,63344,128871
6/3/2016,1.6261,1.6344,1.5962,1.6075,48850,132476
6/2/2016,1.6238,1.6452,1.6009,1.6346,60641,134437
6/1/2016,1.596,1.6304,1.5761,1.6153,69390,136377
5/31/2016,1.63844,1.6468,1.5965,1.6137,52129,112203
5/27/2016,1.62558,1.64332,1.60032,1.63544,45300,89644
5/26/2016,1.64712,1.66002,1.611,1.62238,38597,70268
5/25/2016,1.6453,1.65436,1.62332,1.643,35090,53875
5/24/2016,1.645,1.6664,1.6387,1.6544,32578,42320
5/23/2016,1.6371,1.6529,1.6168,1.6456,35284,50655
5/20/2016,1.6272,1.641,1.6092,1.6356,29624,56097
5/19/2016,1.6386,1.6454,1.5908,1.6339,30590,58411
5/18/2016,1.647,1.6637,1.6224,1.6489,48526,64373
5/17/2016,1.6127,1.65,1.5955,1.6341,51603,67911
5/16/2016,1.5861,1.6358,1.5861,1.6063,43023,71488
5/13/2016,1.5762,1.5938,1.5482,1.5882,48993,80807
5/12/2016,1.5752,1.5855,1.554,1.5833,45722,86103
5/11/2016,1.4849,1.585,1.471,1.5815,78243,93463
5/10/2016,1.4444,1.4937,1.4405,1.4857,53287,99347
5/9/2016,1.5166,1.5295,1.4382,1.4427,57711,103877
5/6/2016,1.4955,1.519,1.4664,1.4962,58854,110376
5/5/2016,1.497,1.5336,1.4784,1.4914,49352,109684
5/4/2016,1.5193,1.5376,1.4655,1.4866,71828,117560
5/3/2016,1.5584,1.5641,1.4966,1.51,57577,123170
5/2/2016,1.598,1.6105,1.5564,1.5628,43482,126035
4/29/2016,1.59978,1.61522,1.5852,1.60048,40434,100753
4/28/2016,1.58604,1.60692,1.5706,1.60562,36613,78925
4/27/2016,1.58946,1.599,1.55152,1.58636,43918,60080
4/26/2016,1.5247,1.5878,1.51984,1.56868,31860,44221
4/25/2016,1.535,1.5375,1.5001,1.5131,41888,34868
4/22/2016,1.5185,1.555,1.5071,1.5309,26603,40477
4/21/2016,1.5033,1.5274,1.4954,1.5159,30085,48476
4/20/2016,1.4764,1.5096,1.4451,1.5068,30668,55195
4/19/2016,1.442,1.4929,1.4363,1.4799,38201,63332
4/18/2016,1.4229,1.4617,1.399,1.4365,45660,71374
4/15/2016,1.5064,1.5126,1.4533,1.4612,44681,78571
4/14/2016,1.5273,1.5425,1.4957,1.5056,41236,84284
4/13/2016,1.5277,1.5384,1.5059,1.5295,57442,90797
4/12/2016,1.5023,1.5386,1.4932,1.5343,53566,98091
4/11/2016,1.4636,1.5114,1.4507,1.5077,55350,103431
4/8/2016,1.3888,1.4666,1.3874,1.4637,61865,106224
4/7/2016,1.3956,1.4106,1.3613,1.3812,52592,116066
4/6/2016,1.3831,1.4089,1.3582,1.3947,53619,121239
4/5/2016,1.3751,1.39,1.3688,1.3778,42992,124848
4/4/2016,1.4018,1.4185,1.3747,1.377,42815,130194
4/1/2016,1.4435,1.4495,1.398,1.4016,56986,131592
3/31/2016,1.45394,1.46322,1.42814,1.44266,42710,105398
3/30/2016,1.4704,1.49292,1.4477,1.45422,38608,82676
3/29/2016,1.47956,1.48554,1.4334,1.4646,29646,63744
3/28/2016,1.47692,1.49132,1.45982,1.47352,24193,50073
3/24/2016,1.4499,1.475,1.4202,1.4659,26483,39552
3/23/2016,1.5092,1.5134,1.4454,1.4541,29757,45790
3/22/2016,1.4588,1.512,1.4487,1.4971,26128,50801
3/21/2016,1.4281,1.4613,1.4112,1.4589,25412,56154
3/18/2016,1.4339,1.46,1.42,1.4273,28356,58202
3/17/2016,1.4163,1.4399,1.4042,1.4383,33907,62646
3/16/2016,1.4096,1.4356,1.4024,1.4183,37293,67540
3/15/2016,1.4302,1.4336,1.3839,1.4082,35182,74585
3/14/2016,1.449,1.4532,1.404,1.4226,41763,78894
3/11/2016,1.445,1.4636,1.4329,1.4443,40784,84733
3/10/2016,1.4694,1.4806,1.4177,1.439,57654,88757
3/9/2016,1.3881,1.4725,1.3881,1.4705,68481,94749
3/8/2016,1.3925,1.416,1.3773,1.3878,67313,98526
3/7/2016,1.3303,1.4,1.3303,1.3927,67577,106227
3/4/2016,1.298,1.3431,1.285,1.3321,51574,107467
3/3/2016,1.3066,1.3118,1.2752,1.2988,48968,111344
3/2/2016,1.2985,1.331,1.2915,1.3107,52489,114285
3/1/2016,1.3207,1.3315,1.2786,1.3035,48026,115416
2/29/2016,1.2349,1.27438,1.22206,1.2665,35094,91990
2/26/2016,1.19932,1.2341,1.17834,1.1837,40855,72491
2/25/2016,1.12182,1.16736,1.10098,1.15848,34671,54684
2/24/2016,1.01156,1.07596,0.9971,1.06348,43114,41699
2/23/2016,0.9984,1.0114,0.9515,0.9663,40099,30647
2/22/2016,0.968,1.025,0.959,1.0006,33874,33967
2/19/2016,0.9688,0.9864,0.936,0.9594,27769,37036
2/18/2016,1.0196,1.025,0.9585,0.9724,43508,44935
2/17/2016,1.0034,1.038,0.9606,1.0034,83339,53219
2/16/2016,1.0374,1.0844,0.964,0.9709,55212,63341
2/12/2016,0.9657,1.0462,0.9657,1.0432,66278,69027
2/11/2016,0.9444,0.975,0.9133,0.9417,65143,75546
2/10/2016,0.9075,0.971,0.9034,0.9425,68897,81431
2/9/2016,0.9563,0.9666,0.8975,0.8989,65619,88881
2/8/2016,0.9903,1.0018,0.954,0.9561,54891,96148
2/5/2016,1.0247,1.0334,0.9869,0.9927,66704,104885
2/4/2016,1.0284,1.0735,1.017,1.0284,56264,107709
2/3/2016,0.9852,1.0347,0.967,1.0137,69323,113293
2/2/2016,1.0837,1.0935,0.9796,1.0008,63986,118091
2/1/2016,1.124,1.1311,1.0806,1.083,57994,120414
1/29/2016,1.11524,1.13424,1.08692,1.12646,43705,97040
1/28/2016,1.07858,1.14536,1.04522,1.09178,49893,76476
1/27/2016,1.0286,1.07524,1.0018,1.05422,37237,59226
1/26/2016,1.02996,1.06948,1.0068,1.05146,25934,44747
1/25/2016,1.0821,1.1,1.0195,1.03,23549,35842
1/22/2016,1.0838,1.0929,1.0363,1.0838,21958,38637
1/21/2016,1.0095,1.0576,1.0012,1.0312,36508,42979
1/20/2016,1.0368,1.04,1.0027,1.0177,31771,45457
1/19/2016,1.0211,1.0769,1.0005,1.0262,49577,55491
1/15/2016,1.0787,1.0787,1.0154,1.0212,45503,60577
1/14/2016,1.0591,1.0838,1.0533,1.0684,45222,67585
1/13/2016,1.0678,1.1059,1.0408,1.0528,64776,75998
1/12/2016,1.1102,1.1618,1.065,1.0848,70118,83768
1/11/2016,1.1211,1.1424,1.1009,1.113,53987,89337
1/8/2016,1.152,1.1726,1.1125,1.1277,53605,95891
1/7/2016,1.1622,1.1763,1.1135,1.146,52824,101158
1/6/2016,1.2508,1.2533,1.1535,1.1618,80491,110028
1/5/2016,1.2919,1.3041,1.2471,1.2567,52376,113614
1/4/2016,1.2751,1.3379,1.2579,1.2907,51007,113144
12/31/2015,1.25086,1.30094,1.2326,1.27022,37743,90475
12/30/2015,1.26262,1.26826,1.23102,1.23816,28485,72116
12/29/2015,1.23742,1.2855,1.22834,1.27972,23235,52399
12/28/2015,1.25822,1.25974,1.22214,1.23468,17040,39476
12/24/2015,1.255,1.288,1.242,1.2643,12557,26315
12/23/2015,1.1795,1.2606,1.1778,1.2414,24762,32884
12/22/2015,1.1985,1.2122,1.169,1.1749,30858,42637
12/21/2015,1.2669,1.2707,1.1963,1.2094,30126,53582
12/18/2015,1.2678,1.2949,1.2482,1.2746,33544,58553
12/17/2015,1.2459,1.2784,1.23,1.2616,45707,67438
12/16/2015,1.2449,1.2774,1.2212,1.2328,50339,71867
12/15/2015,1.2416,1.2725,1.2216,1.2444,49123,75010
12/14/2015,1.2803,1.3089,1.219,1.2558,56918,82704
12/11/2015,1.2799,1.3012,1.2589,1.2815,70257,89887
12/10/2015,1.2405,1.2959,1.2395,1.2802,71458,98412
12/9/2015,1.2009,1.2534,1.2002,1.2317,63959,104010
12/8/2015,1.2088,1.232,1.1956,1.2036,59812,110175
12/7/2015,1.2795,1.2841,1.2055,1.2094,66319,121087
12/4/2015,1.307,1.3122,1.2585,1.2702,57448,124849
12/3/2015,1.301,1.3335,1.2774,1.2963,59583,130879
12/2/2015,1.3611,1.3611,1.2911,1.2931,69884,138913
12/1/2015,1.3158,1.3867,1.3121,1.363,91388,136943
11/30/2015,1.3484,1.3678,1.309,1.31726,50663,111337
11/27/2015,1.37036,1.37692,1.34122,1.35822,32418,86106
11/25/2015,1.36876,1.38774,1.3225,1.3791,48981,66303
11/24/2015,1.32032,1.39982,1.31296,1.3834,42319,48921
11/23/2015,1.2861,1.332,1.2656,1.3134,26310,35220
11/20/2015,1.2875,1.324,1.2727,1.2903,30681,38795
11/19/2015,1.2773,1.3041,1.268,1.2879,34278,47037
11/18/2015,1.2487,1.2809,1.2351,1.2661,40267,48253
11/17/2015,1.2424,1.2545,1.2273,1.238,34410,54281
11/16/2015,1.2397,1.2561,1.2024,1.2386,42773,58440
11/13/2015,1.2739,1.2861,1.2324,1.2389,43672,63152
11/12/2015,1.3322,1.3413,1.2712,1.2731,59736,74362
11/11/2015,1.3562,1.3844,1.323,1.3294,53048,79726
11/10/2015,1.3744,1.3846,1.3502,1.3618,56288,86017
11/9/2015,1.3768,1.4048,1.3662,1.3705,54699,92987
11/6/2015,1.3741,1.3933,1.3603,1.3695,72356,98406
11/5/2015,1.4111,1.4111,1.3584,1.361,66571,100254
11/4/2015,1.4468,1.4714,1.3861,1.3919,73401,101784
11/3/2015,1.3775,1.4607,1.3627,1.4455,70628,105505
11/2/2015,1.3693,1.3808,1.3414,1.3753,53466,105739
10/30/2015,1.3416,1.3932,1.33448,1.37828,45241,84416
10/29/2015,1.34204,1.35766,1.32152,1.34348,30579,66476
10/28/2015,1.2838,1.35798,1.2771,1.34542,32905,50341
10/27/2015,1.28726,1.28986,1.26942,1.28542,20211,35932
10/26/2015,1.3067,1.3172,1.284,1.2879,17509,22617
10/23/2015,1.3139,1.3232,1.29,1.3036,21970,26198
10/22/2015,1.2841,1.3194,1.2841,1.3067,26503,31121
10/21/2015,1.2704,1.2894,1.253,1.2808,25027,36188
10/20/2015,1.2645,1.2806,1.2484,1.2783,25364,38691
10/19/2015,1.3297,1.3377,1.25,1.2514,38158,46048
10/16/2015,1.3206,1.3415,1.3076,1.328,30224,49820
10/15/2015,1.3188,1.3305,1.2726,1.3072,46235,58874
10/14/2015,1.3093,1.3325,1.2986,1.3083,36999,65031
10/13/2015,1.355,1.3574,1.3088,1.314,56641,72648
10/12/2015,1.42,1.4329,1.339,1.3411,57726,81185
10/9/2015,1.4134,1.4366,1.3882,1.4167,54924,89927
10/8/2015,1.4016,1.423,1.382,1.4078,63435,97640
10/7/2015,1.4293,1.4488,1.388,1.39,60327,109290
10/6/2015,1.3859,1.4456,1.3744,1.4362,48393,113368
10/5/2015,1.3416,1.4008,1.336,1.3853,46262,118423
10/2/2015,1.37,1.3764,1.3083,1.3414,64753,121213
10/1/2015,1.371,1.4233,1.3494,1.3668,72657,126118
9/30/2015,1.34454,1.38416,1.3364,1.37124,57263,105868
9/29/2015,1.33236,1.36682,1.32928,1.35498,36180,84862
9/28/2015,1.38378,1.38854,1.33646,1.34232,25131,65549
9/25/2015,1.36794,1.39716,1.3561,1.39258,24788,49554
9/24/2015,1.3908,1.3964,1.3516,1.3652,20174,35673
9/23/2015,1.4148,1.4531,1.3786,1.3816,22953,40791
9/22/2015,1.4064,1.424,1.3682,1.4164,22782,44286
9/21/2015,1.3573,1.4099,1.357,1.4031,26243,51656
9/18/2015,1.3851,1.4079,1.3454,1.3562,32088,57830
9/17/2015,1.3849,1.3903,1.3524,1.376,38236,63519
9/16/2015,1.3417,1.4074,1.3313,1.3821,45872,67262
9/15/2015,1.3036,1.3445,1.3025,1.3329,39429,70804
9/14/2015,1.3721,1.3794,1.3,1.3043,47401,74966
9/11/2015,1.3875,1.3935,1.3425,1.3699,44133,82364
9/10/2015,1.3556,1.4027,1.3436,1.3936,51573,88434
9/9/2015,1.4,1.4158,1.3557,1.3597,47789,93118
9/8/2015,1.415,1.4215,1.3727,1.4021,58404,101294
9/4/2015,1.4296,1.4419,1.4021,1.4182,42960,103084
9/3/2015,1.4267,1.4868,1.416,1.4371,44485,106811
9/2/2015,1.3767,1.4437,1.3674,1.4252,60284,109994
9/1/2015,1.4633,1.4745,1.3725,1.3956,50394,113121
8/31/2015,1.41108,1.53184,1.3629,1.52736,48400,91732
8/28/2015,1.37942,1.47118,1.356,1.44698,55420,72470
8/27/2015,1.32338,1.4097,1.32114,1.40556,36288,54163
8/26/2015,1.41516,1.41866,1.32558,1.33004,32980,44683
8/25/2015,1.4635,1.4942,1.4313,1.4386,19354,28943
8/24/2015,1.5459,1.5587,1.447,1.471,27052,34507
8/21/2015,1.528,1.552,1.4749,1.5449,33549,35905
8/20/2015,1.5515,1.564,1.514,1.5346,32221,41997
8/19/2015,1.6335,1.6379,1.5458,1.5592,41810,48842
8/18/2015,1.6524,1.6598,1.6277,1.6468,36518,53157
8/17/2015,1.6866,1.6959,1.6478,1.6542,49424,62989
8/14/2015,1.7129,1.7193,1.6706,1.6869,41409,69388
8/13/2015,1.7641,1.77,1.709,1.7141,72545,76976
8/12/2015,1.697,1.7725,1.69,1.7635,98226,86802
8/11/2015,1.6934,1.7109,1.6566,1.6937,55411,90406
8/10/2015,1.6218,1.6959,1.6171,1.694,57067,95724
8/7/2015,1.6525,1.6576,1.6048,1.623,55161,102406
8/6/2015,1.6718,1.679,1.6211,1.6478,54209,108483
8/5/2015,1.6977,1.719,1.6563,1.6705,49777,110468
8/4/2015,1.6832,1.7092,1.6738,1.6852,45765,111154
8/3/2015,1.767,1.769,1.6722,1.6745,68059,114657
7/31/2015,1.77688,1.80352,1.765,1.7858,41541,91137
7/30/2015,1.79366,1.8233,1.78454,1.79256,34113,72298
7/29/2015,1.77302,1.81172,1.75974,1.79544,30514,54231
7/28/2015,1.79,1.81698,1.77068,1.79224,20457,39124
7/27/2015,1.8283,1.833,1.8013,1.8204,19155,26542
7/24/2015,1.8553,1.8632,1.8148,1.8282,18830,31258
7/23/2015,1.857,1.888,1.8456,1.8521,20798,35351
7/22/2015,1.9165,1.9165,1.8587,1.8676,25576,38970
7/21/2015,1.927,1.935,1.8902,1.9209,30817,43727
7/20/2015,1.9331,1.9448,1.915,1.9303,32358,49446
7/17/2015,1.8935,1.9347,1.8892,1.9286,51545,55022
7/16/2015,1.8624,1.9069,1.8552,1.8967,42774,58332
7/15/2015,1.924,1.9289,1.8527,1.8589,53489,67140
7/14/2015,1.9389,1.9467,1.891,1.9307,55347,71628
7/13/2015,2.0165,2.0192,1.9335,1.9396,60402,77909
7/10/2015,2.0286,2.0579,1.987,2.0165,65160,82436
7/9/2015,2.0066,2.059,1.9821,2.0451,67696,85640
7/8/2015,1.9677,2.0149,1.9415,1.999,76893,90213
7/7/2015,1.937,1.9752,1.9074,1.9494,69279,94059
